==============================================================================
ReFS Object ID Table
==============================================================================
  Image:            win11refstestmftecmd.raw
  Partition start:  0x1000000
  Cluster size:     0x1000
  ReFS version:     3.14
  CPC:              0x4000 (shift=15)
  Container entries:63
  OID Table root:   [0x13c04, 0x13c05, 0x13c06, 0x13c07]
  OID Table phys:   [0x3c04, 0x3c05, 0x3c06, 0x3c07]

Total objects: 250

  OID      Name                             Root LCN Physical LCN    Sig Extra
  ----------------------------------------------------------------------------
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x7ef — Directory/File (0x7ef)
    Key (raw):  0000000000000000ef07000000000000
    VLCN tuple: [0x13a18, 0x13a19, 0x13a1a, 0x13a1b]
    PLCN tuple: [0x3a18, 0x3a19, 0x3a1a, 0x3a1b]
    Absolute:   0x4a18000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7f0 — Directory/File (0x7f0)
    Key (raw):  0000000000000000f007000000000000
    VLCN tuple: [0x1160c, 0x1160d, 0x1160e, 0x1160f]
    PLCN tuple: [0x160c, 0x160d, 0x160e, 0x160f]
    Absolute:   0x260c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x7f1 — Directory/File (0x7f1)
    Key (raw):  0000000000000000f107000000000000
    VLCN tuple: [0x1143c, 0x1143d, 0x1143e, 0x1143f]
    PLCN tuple: [0x143c, 0x143d, 0x143e, 0x143f]
    Absolute:   0x243c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x7f2 — Directory/File (0x7f2)
    Key (raw):  0000000000000000f207000000000000
    VLCN tuple: [0x13830, 0x13831, 0x13832, 0x13833]
    PLCN tuple: [0x3830, 0x3831, 0x3832, 0x3833]
    Absolute:   0x4830000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  07 00 00 00 00 00 00 00                           ........

  OID 0x7f3 — Directory/File (0x7f3)
    Key (raw):  0000000000000000f307000000000000
    VLCN tuple: [0x11018, 0x11019, 0x1101a, 0x1101b]
    PLCN tuple: [0x1018, 0x1019, 0x101a, 0x101b]
    Absolute:   0x2018000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x7f4 — Directory/File (0x7f4)
    Key (raw):  0000000000000000f407000000000000
    VLCN tuple: [0x11c0c, 0x11c0d, 0x11c0e, 0x11c0f]
    PLCN tuple: [0x1c0c, 0x1c0d, 0x1c0e, 0x1c0f]
    Absolute:   0x2c0c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7f5 — Directory/File (0x7f5)
    Key (raw):  0000000000000000f507000000000000
    VLCN tuple: [0x12634, 0x12635, 0x12636, 0x12637]
    PLCN tuple: [0x2634, 0x2635, 0x2636, 0x2637]
    Absolute:   0x3634000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x7f7 — Directory/File (0x7f7)
    Key (raw):  0000000000000000f707000000000000
    VLCN tuple: [0x10a1c, 0x10a1d, 0x10a1e, 0x10a1f]
    PLCN tuple: [0xa1c, 0xa1d, 0xa1e, 0xa1f]
    Absolute:   0x1a1c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7f8 — Directory/File (0x7f8)
    Key (raw):  0000000000000000f807000000000000
    VLCN tuple: [0x12240, 0x12241, 0x12242, 0x12243]
    PLCN tuple: [0x2240, 0x2241, 0x2242, 0x2243]
    Absolute:   0x3240000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x7f9 — Directory/File (0x7f9)
    Key (raw):  0000000000000000f907000000000000
    VLCN tuple: [0x10e1c, 0x10e1d, 0x10e1e, 0x10e1f]
    PLCN tuple: [0xe1c, 0xe1d, 0xe1e, 0xe1f]
    Absolute:   0x1e1c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7fa — Directory/File (0x7fa)
    Key (raw):  0000000000000000fa07000000000000
    VLCN tuple: [0x13a44, 0x13a45, 0x13a46, 0x13a47]
    PLCN tuple: [0x3a44, 0x3a45, 0x3a46, 0x3a47]
    Absolute:   0x4a44000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x7fb — Directory/File (0x7fb)
    Key (raw):  0000000000000000fb07000000000000
    VLCN tuple: [0x10060, 0x10061, 0x10062, 0x10063]
    PLCN tuple: [0x60, 0x61, 0x62, 0x63]
    Absolute:   0x1060000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7fc — Directory/File (0x7fc)
    Key (raw):  0000000000000000fc07000000000000
    VLCN tuple: [0x13e34, 0x13e35, 0x13e36, 0x13e37]
    PLCN tuple: [0x3e34, 0x3e35, 0x3e36, 0x3e37]
    Absolute:   0x4e34000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7fd — Directory/File (0x7fd)
    Key (raw):  0000000000000000fd07000000000000
    VLCN tuple: [0x10c1c, 0x10c1d, 0x10c1e, 0x10c1f]
    PLCN tuple: [0xc1c, 0xc1d, 0xc1e, 0xc1f]
    Absolute:   0x1c1c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xd11 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x7ff — Directory/File (0x7ff)
    Key (raw):  0000000000000000ff07000000000000
    VLCN tuple: [0x13a4c, 0x13a4d, 0x13a4e, 0x13a4f]
    PLCN tuple: [0x3a4c, 0x3a4d, 0x3a4e, 0x3a4f]
    Absolute:   0x4a4c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x800 — Directory/File (0x800)
    Key (raw):  00000000000000000008000000000000
    VLCN tuple: [0x11010, 0x11011, 0x11012, 0x11013]
    PLCN tuple: [0x1010, 0x1011, 0x1012, 0x1013]
    Absolute:   0x2010000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x801 — Directory/File (0x801)
    Key (raw):  00000000000000000108000000000000
    VLCN tuple: [0x12c3c, 0x12c3d, 0x12c3e, 0x12c3f]
    PLCN tuple: [0x2c3c, 0x2c3d, 0x2c3e, 0x2c3f]
    Absolute:   0x3c3c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x802 — Directory/File (0x802)
    Key (raw):  00000000000000000208000000000000
    VLCN tuple: [0x10c20, 0x10c21, 0x10c22, 0x10c23]
    PLCN tuple: [0xc20, 0xc21, 0xc22, 0xc23]
    Absolute:   0x1c20000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x803 — Directory/File (0x803)
    Key (raw):  00000000000000000308000000000000
    VLCN tuple: [0x1263c, 0x1263d, 0x1263e, 0x1263f]
    PLCN tuple: [0x263c, 0x263d, 0x263e, 0x263f]
    Absolute:   0x363c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x804 — Directory/File (0x804)
    Key (raw):  00000000000000000408000000000000
    VLCN tuple: [0x11c34, 0x11c35, 0x11c36, 0x11c37]
    PLCN tuple: [0x1c34, 0x1c35, 0x1c36, 0x1c37]
    Absolute:   0x2c34000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x805 — Directory/File (0x805)
    Key (raw):  00000000000000000508000000000000
    VLCN tuple: [0x12414, 0x12415, 0x12416, 0x12417]
    PLCN tuple: [0x2414, 0x2415, 0x2416, 0x2417]
    Absolute:   0x3414000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x806 — Directory/File (0x806)
    Key (raw):  00000000000000000608000000000000
    VLCN tuple: [0x1201c, 0x1201d, 0x1201e, 0x1201f]
    PLCN tuple: [0x201c, 0x201d, 0x201e, 0x201f]
    Absolute:   0x301c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x807 — Directory/File (0x807)
    Key (raw):  00000000000000000708000000000000
    VLCN tuple: [0x11438, 0x11439, 0x1143a, 0x1143b]
    PLCN tuple: [0x1438, 0x1439, 0x143a, 0x143b]
    Absolute:   0x2438000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x808 — Directory/File (0x808)
    Key (raw):  00000000000000000808000000000000
    VLCN tuple: [0x1101c, 0x1101d, 0x1101e, 0x1101f]
    PLCN tuple: [0x101c, 0x101d, 0x101e, 0x101f]
    Absolute:   0x201c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x809 — Directory/File (0x809)
    Key (raw):  00000000000000000908000000000000
    VLCN tuple: [0x1102c, 0x1102d, 0x1102e, 0x1102f]
    PLCN tuple: [0x102c, 0x102d, 0x102e, 0x102f]
    Absolute:   0x202c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x80a — Directory/File (0x80a)
    Key (raw):  00000000000000000a08000000000000
    VLCN tuple: [0x1181c, 0x1181d, 0x1181e, 0x1181f]
    PLCN tuple: [0x181c, 0x181d, 0x181e, 0x181f]
    Absolute:   0x281c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x80b — Directory/File (0x80b)
    Key (raw):  00000000000000000b08000000000000
    VLCN tuple: [0x11e38, 0x11e39, 0x11e3a, 0x11e3b]
    PLCN tuple: [0x1e38, 0x1e39, 0x1e3a, 0x1e3b]
    Absolute:   0x2e38000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  06 00 00 00 00 00 00 00                           ........

  OID 0x80c — Directory/File (0x80c)
    Key (raw):  00000000000000000c08000000000000
    VLCN tuple: [0x12c44, 0x12c45, 0x12c46, 0x12c47]
    PLCN tuple: [0x2c44, 0x2c45, 0x2c46, 0x2c47]
    Absolute:   0x3c44000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x80d — Directory/File (0x80d)
    Key (raw):  00000000000000000d08000000000000
    VLCN tuple: [0x12024, 0x12025, 0x12026, 0x12027]
    PLCN tuple: [0x2024, 0x2025, 0x2026, 0x2027]
    Absolute:   0x3024000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x80e — Directory/File (0x80e)
    Key (raw):  00000000000000000e08000000000000
    VLCN tuple: [0x11210, 0x11211, 0x11212, 0x11213]
    PLCN tuple: [0x1210, 0x1211, 0x1212, 0x1213]
    Absolute:   0x2210000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x80f — Directory/File (0x80f)
    Key (raw):  00000000000000000f08000000000000
    VLCN tuple: [0x10420, 0x10421, 0x10422, 0x10423]
    PLCN tuple: [0x420, 0x421, 0x422, 0x423]
    Absolute:   0x1420000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x810 — Directory/File (0x810)
    Key (raw):  00000000000000001008000000000000
    VLCN tuple: [0x10424, 0x10425, 0x10426, 0x10427]
    PLCN tuple: [0x424, 0x425, 0x426, 0x427]
    Absolute:   0x1424000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x811 — Directory/File (0x811)
    Key (raw):  00000000000000001108000000000000
    VLCN tuple: [0x1242c, 0x1242d, 0x1242e, 0x1242f]
    PLCN tuple: [0x242c, 0x242d, 0x242e, 0x242f]
    Absolute:   0x342c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x812 — Directory/File (0x812)
    Key (raw):  00000000000000001208000000000000
    VLCN tuple: [0x1202c, 0x1202d, 0x1202e, 0x1202f]
    PLCN tuple: [0x202c, 0x202d, 0x202e, 0x202f]
    Absolute:   0x302c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x813 — Directory/File (0x813)
    Key (raw):  00000000000000001308000000000000
    VLCN tuple: [0x12a38, 0x12a39, 0x12a3a, 0x12a3b]
    PLCN tuple: [0x2a38, 0x2a39, 0x2a3a, 0x2a3b]
    Absolute:   0x3a38000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x814 — Directory/File (0x814)
    Key (raw):  00000000000000001408000000000000
    VLCN tuple: [0x11440, 0x11441, 0x11442, 0x11443]
    PLCN tuple: [0x1440, 0x1441, 0x1442, 0x1443]
    Absolute:   0x2440000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe5f 0x3
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x815 — Directory/File (0x815)
    Key (raw):  00000000000000001508000000000000
    VLCN tuple: [0x13424, 0x13425, 0x13426, 0x13427]
    PLCN tuple: [0x3424, 0x3425, 0x3426, 0x3427]
    Absolute:   0x4424000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x816 — Directory/File (0x816)
    Key (raw):  00000000000000001608000000000000
    VLCN tuple: [0x10e28, 0x10e29, 0x10e2a, 0x10e2b]
    PLCN tuple: [0xe28, 0xe29, 0xe2a, 0xe2b]
    Absolute:   0x1e28000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x817 — Directory/File (0x817)
    Key (raw):  00000000000000001708000000000000
    VLCN tuple: [0x12e30, 0x12e31, 0x12e32, 0x12e33]
    PLCN tuple: [0x2e30, 0x2e31, 0x2e32, 0x2e33]
    Absolute:   0x3e30000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0xe38 0x3
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x818 — Directory/File (0x818)
    Key (raw):  00000000000000001808000000000000
    VLCN tuple: [0x12a0c, 0x12a0d, 0x12a0e, 0x12a0f]
    PLCN tuple: [0x2a0c, 0x2a0d, 0x2a0e, 0x2a0f]
    Absolute:   0x3a0c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x12d1 0x3
    Extra bytes (8):
    00000050  1a 00 00 00 00 00 00 00                           ........

  OID 0x819 — Directory/File (0x819)
    Key (raw):  00000000000000001908000000000000
    VLCN tuple: [0x13c38, 0x13c39, 0x13c3a, 0x13c3b]
    PLCN tuple: [0x3c38, 0x3c39, 0x3c3a, 0x3c3b]
    Absolute:   0x4c38000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  18 00 00 00 00 00 00 00                           ........

  OID 0x81a — Directory/File (0x81a)
    Key (raw):  00000000000000001a08000000000000
    VLCN tuple: [0x12028, 0x12029, 0x1202a, 0x1202b]
    PLCN tuple: [0x2028, 0x2029, 0x202a, 0x202b]
    Absolute:   0x3028000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  18 00 00 00 00 00 00 00                           ........

  OID 0x81b — Directory/File (0x81b)
    Key (raw):  00000000000000001b08000000000000
    VLCN tuple: [0x10438, 0x10439, 0x1043a, 0x1043b]
    PLCN tuple: [0x438, 0x439, 0x43a, 0x43b]
    Absolute:   0x1438000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x81c — Directory/File (0x81c)
    Key (raw):  00000000000000001c08000000000000
    VLCN tuple: [0x10e50, 0x10e51, 0x10e52, 0x10e53]
    PLCN tuple: [0xe50, 0xe51, 0xe52, 0xe53]
    Absolute:   0x1e50000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  17 00 00 00 00 00 00 00                           ........

  OID 0x81d — Directory/File (0x81d)
    Key (raw):  00000000000000001d08000000000000
    VLCN tuple: [0x10650, 0x10651, 0x10652, 0x10653]
    PLCN tuple: [0x650, 0x651, 0x652, 0x653]
    Absolute:   0x1650000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  11 00 00 00 00 00 00 00                           ........

  OID 0x81e — Directory/File (0x81e)
    Key (raw):  00000000000000001e08000000000000
    VLCN tuple: [0x13234, 0x13235, 0x13236, 0x13237]
    PLCN tuple: [0x3234, 0x3235, 0x3236, 0x3237]
    Absolute:   0x4234000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  0f 00 00 00 00 00 00 00                           ........

  OID 0x81f — Directory/File (0x81f)
    Key (raw):  00000000000000001f08000000000000
    VLCN tuple: [0x1303c, 0x1303d, 0x1303e, 0x1303f]
    PLCN tuple: [0x303c, 0x303d, 0x303e, 0x303f]
    Absolute:   0x403c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  0d 00 00 00 00 00 00 00                           ........

  OID 0x820 — Directory/File (0x820)
    Key (raw):  00000000000000002008000000000000
    VLCN tuple: [0x11e4c, 0x11e4d, 0x11e4e, 0x11e4f]
    PLCN tuple: [0x1e4c, 0x1e4d, 0x1e4e, 0x1e4f]
    Absolute:   0x2e4c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  10 00 00 00 00 00 00 00                           ........

  OID 0x821 — Directory/File (0x821)
    Key (raw):  00000000000000002108000000000000
    VLCN tuple: [0x11820, 0x11821, 0x11822, 0x11823]
    PLCN tuple: [0x1820, 0x1821, 0x1822, 0x1823]
    Absolute:   0x2820000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  0d 00 00 00 00 00 00 00                           ........

  OID 0x822 — Directory/File (0x822)
    Key (raw):  00000000000000002208000000000000
    VLCN tuple: [0x12628, 0x12629, 0x1262a, 0x1262b]
    PLCN tuple: [0x2628, 0x2629, 0x262a, 0x262b]
    Absolute:   0x3628000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  0e 00 00 00 00 00 00 00                           ........

  OID 0x824 — Directory/File (0x824)
    Key (raw):  00000000000000002408000000000000
    VLCN tuple: [0x12818, 0x12819, 0x1281a, 0x1281b]
    PLCN tuple: [0x2818, 0x2819, 0x281a, 0x281b]
    Absolute:   0x3818000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x826 — Directory/File (0x826)
    Key (raw):  00000000000000002608000000000000
    VLCN tuple: [0x10a4c, 0x10a4d, 0x10a4e, 0x10a4f]
    PLCN tuple: [0xa4c, 0xa4d, 0xa4e, 0xa4f]
    Absolute:   0x1a4c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1222 0x3
    Extra bytes (8):
    00000050  07 00 00 00 00 00 00 00                           ........

  OID 0x828 — Directory/File (0x828)
    Key (raw):  00000000000000002808000000000000
    VLCN tuple: [0x13e30, 0x13e31, 0x13e32, 0x13e33]
    PLCN tuple: [0x3e30, 0x3e31, 0x3e32, 0x3e33]
    Absolute:   0x4e30000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1222 0x3
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x829 — Directory/File (0x829)
    Key (raw):  00000000000000002908000000000000
    VLCN tuple: [0x13040, 0x13041, 0x13042, 0x13043]
    PLCN tuple: [0x3040, 0x3041, 0x3042, 0x3043]
    Absolute:   0x4040000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  10 00 00 00 00 00 00 00                           ........

  OID 0x82a — Directory/File (0x82a)
    Key (raw):  00000000000000002a08000000000000
    VLCN tuple: [0x10084, 0x10085, 0x10086, 0x10087]
    PLCN tuple: [0x84, 0x85, 0x86, 0x87]
    Absolute:   0x1084000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x1223 0x3
    Extra bytes (8):
    00000050  0c 00 00 00 00 00 00 00                           ........

  OID 0x82d — Directory/File (0x82d)
    Key (raw):  00000000000000002d08000000000000
    VLCN tuple: [0x13a2c, 0x13a2d, 0x13a2e, 0x13a2f]
    PLCN tuple: [0x3a2c, 0x3a2d, 0x3a2e, 0x3a2f]
    Absolute:   0x4a2c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x11ef 0x3
    Extra bytes (8):
    00000050  06 00 00 00 00 00 00 00                           ........

  OID 0x82f — Directory/File (0x82f)
    Key (raw):  00000000000000002f08000000000000
    VLCN tuple: [0x11830, 0x11831, 0x11832, 0x11833]
