==============================================================================
ReFS Directory Tree
==============================================================================
  Image:           win11refstestmftecmd.raw
  ReFS version:    3.14
  Cluster size:    0x1000
  Objects:         250
  Start OID:       0x600
  Start name:      Root Directory

  Total entries:   1744 (237 directories, 1507 files, 84 ADS)

  Type  OID          Attrs            Size Modified             Path
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:38:46  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/xbpt_symlink_gamma_582874.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:49  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/xbpt_india_temp_254875.bak
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_alpha_victor_250409.ini
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:47  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_data_566396.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_india_563500.bin
  FILE  (resident)   ARCHIVE             0 2021-10-14 07:17:10  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_audit_log_130131.ini
  FILE  0x77b        ARCHIVE        308742 2025-06-11 07:16:10  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_beta_cache_861983.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_lima_lima_890070.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_lima_oscar_843603.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:46  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_mike_tango_822153.dat
  FILE  (resident)   ARCHIVE             0 2025-02-23 07:17:23  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_romeo_gamma_831931.dat
   ADS                                  46                      test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_romeo_gamma_831931.dat:hidden_7357
  FILE  (resident)   ARCHIVE             0 2025-03-31 07:17:11  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_tango_victor_844323.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_temp_output_522138.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:49  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/xbpt_trace_quebec_127743.bin
  DIR   0x77a        DIRECTORY             2026-05-23 07:38:49  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462
  DIR   0x77f        DIRECTORY             2026-05-23 07:38:48  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/elvis_dir_quebec_218899
  FILE  0x779        ARCHIVE         73763 2024-05-06 07:17:31  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/elvis_dir_quebec_218899/xbpt_config_record_746941.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_index_uniform_409576.json
  FILE  (resident)   ARCHIVE             0 2023-10-15 07:17:00  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_victor_echo_578793.cfg
  FILE  (resident)   ARCHIVE             0 2023-11-21 07:17:13  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/xbpt_zulu_output_293634.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:45  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_archive_whiskey_718198.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_audit_november_543757.cfg
  FILE  (resident)   ARCHIVE             0 2022-03-06 07:16:22  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_cache_beta_265588.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:49  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_config_beta_555315.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:46  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_config_india_582905.json
  FILE  0x77b        ARCHIVE        436357 2026-05-23 07:38:46  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_draft_beta_656043.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_gamma_victor_852781.bak
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_hotel_sync_810225.ini
  FILE  (resident)   ARCHIVE             0 2022-02-28 07:17:26  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_index_temp_198731.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:49  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_india_whiskey_159747.csv
  FILE  (resident)   ARCHIVE             0 2022-12-26 07:16:15  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_log_whiskey_169575.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_mike_uniform_966879.xml
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_oscar_report_193920.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_quebec_audit_121864.cfg
  FILE  0x786        ARCHIVE        364340 2026-05-23 07:38:51  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_record_delta_426347.json
  FILE  0x791        ARCHIVE        415474 2026-05-23 07:38:47  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_record_index_307951.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_report_alpha_806856.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/xbpt_temp_echo_351548.json
  DIR   0x7ab        DIRECTORY             2026-05-23 07:38:51  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_whiskey_835215
  FILE  0x77d        ARCHIVE        478670 2026-05-23 07:38:49  test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_whiskey_835215/xbpt_alpha_romeo_974930.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_backup_sierra_949923.ini
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:47  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_delta_log_234524.log
  FILE  0x779        ARCHIVE        396015 2026-05-23 07:38:49  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_draft_draft_797325.txt
  FILE  0x787        ARCHIVE        378484 2026-05-23 07:38:51  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_foxtrot_cache_816969.xml
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_hotel_yankee_781098.log
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_kilo_sync_474043.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_lima_config_611703.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_log_mike_997799.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_output_temp_864816.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_record_cache_584285.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_sierra_record_710410.bin
  FILE  (resident)   ARCHIVE             0 2025-04-08 07:17:35  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_temp_foxtrot_475776.md
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_trace_report_848037.cfg
  FILE  0x77f        ARCHIVE        144033 2026-05-23 07:38:51  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_victor_sync_949138.bak
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_zulu_hotel_356824.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/elvis_dir_record_449015/elvis_dir_papa_104235/xbpt_zulu_sync_665668.bin
  DIR   0x7ae        DIRECTORY             2026-05-23 07:38:52  test2/elvis_dir_record_449015/elvis_dir_tango_434284
  DIR   0x7b2        DIRECTORY             2026-05-23 07:38:52  test2/elvis_dir_record_449015/elvis_dir_tango_434284/elvis_dir_record_864004
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/elvis_dir_record_449015/elvis_dir_tango_434284/xbpt_data_config_437965.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/xbpt_alpha_echo_381900.ini
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_record_449015/xbpt_archive_audit_104959.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/elvis_dir_record_449015/xbpt_backup_delta_809262.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/xbpt_beta_mike_393018.xml
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/xbpt_config_uniform_831195.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:46  test2/elvis_dir_record_449015/xbpt_delta_log_356379.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/xbpt_foxtrot_lima_318386.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/elvis_dir_record_449015/xbpt_gamma_archive_952302.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:47  test2/elvis_dir_record_449015/xbpt_india_delta_132534.bak
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/xbpt_kilo_papa_445436.xml
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/elvis_dir_record_449015/xbpt_large_14mb_foxtrot_773062.bak
  FILE  0x784        ARCHIVE        189614 2026-05-23 07:38:50  test2/elvis_dir_record_449015/xbpt_log_india_171227.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_record_449015/xbpt_mike_trace_772216.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:49  test2/elvis_dir_record_449015/xbpt_november_quebec_231876.bak
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:49  test2/elvis_dir_record_449015/xbpt_oscar_victor_509674.md
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_record_449015/xbpt_output_papa_412411.log
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:45  test2/elvis_dir_record_449015/xbpt_sierra_kilo_206137.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:47  test2/elvis_dir_record_449015/xbpt_sierra_victor_685719.xml
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_record_449015/xbpt_uniform_record_153192.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:49  test2/elvis_dir_record_449015/xbpt_whiskey_sync_681180.xml
  DIR   0x78e        DIRECTORY             2026-05-23 07:38:52  test2/elvis_dir_victor_783323
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:47  test2/elvis_dir_victor_783323/xbpt_audit_november_550810.ini
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_victor_783323/xbpt_cache_alpha_953426.ini
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_victor_783323/xbpt_cache_quebec_319176.xml
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/elvis_dir_victor_783323/xbpt_data_romeo_946788.bin
  FILE  (resident)   ARCHIVE             0 2025-04-19 07:17:09  test2/elvis_dir_victor_783323/xbpt_delta_echo_626074.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_victor_783323/xbpt_draft_november_935526.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:47  test2/elvis_dir_victor_783323/xbpt_hotel_yankee_684408.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_victor_783323/xbpt_india_quebec_883273.bak
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/elvis_dir_victor_783323/xbpt_large_149mb_alpha_610845.dat
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_victor_783323/xbpt_november_quebec_999278.md
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/elvis_dir_victor_783323/xbpt_oscar_delta_192166.ini
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_victor_783323/xbpt_quebec_echo_201709.md
  FILE  (resident)   ARCHIVE             0 2025-12-01 07:17:11  test2/elvis_dir_victor_783323/xbpt_record_mike_276675.tmp
  FILE  0x77f        ARCHIVE        540829 2026-05-23 07:38:52  test2/elvis_dir_victor_783323/xbpt_report_quebec_867569.md
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:49  test2/elvis_dir_victor_783323/xbpt_romeo_quebec_189040.ini
  FILE  (resident)   ARCHIVE             0 2022-05-31 07:17:29  test2/elvis_dir_victor_783323/xbpt_romeo_yankee_383561.cfg
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_victor_783323/xbpt_sierra_echo_709659.md
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_victor_783323/xbpt_sierra_gamma_615567.ini
  FILE  0x7a2        ARCHIVE         40965 2026-05-23 07:38:50  test2/elvis_dir_victor_783323/xbpt_trace_cache_289808.json
  FILE  (resident)   ARCHIVE             0 2021-10-04 07:16:49  test2/elvis_dir_victor_783323/xbpt_trace_config_794136.tmp
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/elvis_dir_victor_783323/xbpt_trace_hotel_502150.xml
  FILE  (resident)   ARCHIVE             0 2025-09-04 07:16:57  test2/elvis_dir_victor_783323/xbpt_yankee_output_781405.csv
  FILE  0x787        ARCHIVE        186635 2026-05-23 07:38:46  test2/xbpt_archive_romeo_596174.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:50  test2/xbpt_beta_sierra_570651.json
  FILE  0x78c        ARCHIVE        192688 2026-05-23 07:38:46  test2/xbpt_config_hotel_558589.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:49  test2/xbpt_config_log_714507.md
  FILE  (resident)   ARCHIVE             0 2021-10-15 07:17:19  test2/xbpt_config_log_982725.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/xbpt_draft_tango_958869.bin
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/xbpt_foxtrot_config_966558.log
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/xbpt_gamma_temp_372257.bak
  FILE  (resident)   ARCHIVE             0 2025-06-06 07:17:11  test2/xbpt_index_india_423224.csv
  FILE  (resident)   ARCHIVE             0 2025-08-11 07:17:32  test2/xbpt_india_papa_801739.json
  FILE  0x77d        ARCHIVE        475328 2024-04-02 07:16:32  test2/xbpt_india_temp_831504.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/xbpt_india_trace_307426.json
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/xbpt_large_99mb_report_414178.tmp
  FILE  0x787        ARCHIVE        552331 2026-05-23 07:38:49  test2/xbpt_log_november_496320.csv
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:52  test2/xbpt_marked_eveliselaurence_670394.txt
  FILE  0x786        ARCHIVE         19465 2026-05-23 07:38:52  test2/xbpt_sierra_sync_956584.ini
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:38:48  test2/xbpt_symlink_hotel_632659.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:38:50  test2/xbpt_symlink_output_831744.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:46  test2/xbpt_sync_zulu_911953.ini
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/xbpt_tango_archive_828215.dat
   ADS                                  46                      test2/xbpt_tango_archive_828215.dat:hidden_1514
  FILE  0x79a        ARCHIVE        207263 2026-05-23 07:38:49  test2/xbpt_tango_foxtrot_898933.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:46  test2/xbpt_uniform_victor_168724.txt
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:48  test2/xbpt_victor_lima_251467.cfg
  FILE  (resident)   ARCHIVE             0 2022-02-12 07:16:16  test2/xbpt_yankee_audit_433793.xml
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:38:51  test2/xbpt_zulu_hotel_479124.bin
  DIR   0x818        DIRECTORY             2026-05-23 07:55:54  testintegrity
  DIR   0x872        DIRECTORY             2026-05-23 07:53:54  testintegrity/dir_backup_983023
  DIR   0x879        DIRECTORY             2026-05-23 07:53:54  testintegrity/dir_backup_983023/dir_lima_860689
  DIR   0x87b        DIRECTORY             2026-05-23 07:53:54  testintegrity/dir_backup_983023/dir_lima_860689/dir_output_274069
  DIR   0x887        DIRECTORY             2026-05-23 07:53:54  testintegrity/dir_backup_983023/dir_lima_860689/dir_output_274069/dir_november_616328
  FILE  0x81c        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:47  testintegrity/dir_backup_983023/dir_lima_860689/dir_output_274069/xbpt_hardlink_temp_854113.lnk
  FILE  0x82f        ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:52  testintegrity/dir_backup_983023/dir_lima_860689/dir_output_274069/xbpt_hardlink_trace_263121.lnk
  FILE  (resident)   ARCHIVE             0 2026-05-23 07:53:53  testintegrity/dir_backup_983023/dir_lima_860689/dir_output_274069/xbpt_report_record_751638.tmp
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:54  testintegrity/dir_backup_983023/dir_lima_860689/dir_output_274069/xbpt_symlink_lima_723776.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:53  testintegrity/dir_backup_983023/dir_lima_860689/dir_output_274069/xbpt_symlink_quebec_738449.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:53  testintegrity/dir_backup_983023/dir_lima_860689/dir_output_274069/xbpt_symlink_sierra_906226.lnk
  FILE  (resident)   ARCHIVE|REPARSE_POINT          0 2026-05-23 07:53:54  testintegrity/dir_backup_983023/dir_lima_860689/xbpt_symlink_alpha_720119.lnk
