seq,timestamp,action,path,name,oid,opcodes,record_count,plcn
651,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/elvis_dir_quebec_218899,,0x708,UPDATE_STREAM,1,34010
652,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_beta_984608,,0x70d,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34012
653,2026-05-16T16:51:52.244Z,CREATE,/test,xbpt_foxtrot_victor_595630.dat,0x702,INSERT_ROW INSERT_ROW SET_OBJECT,3,34013
654,,STREAM_UPD,/test,,0x702,UPDATE_STREAM,1,34014
655,2026-05-16T16:51:52.254Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,xbpt_yankee_india_647904.log,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,34015
656,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_STREAM,1,34016
657,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_STREAM,1,34017
658,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_beta_984608,,0x70d,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34019
659,,DELETE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462/elvis_dir_quebec_218899,elvis_dir_record_917619,0x708,DELETE_ROW DELETE_ROW DELETE_TABLE DELETE_ROW,4,34021
660,2026-05-16T16:51:52.267Z,RENAME,/test,elvis_dir_november_609537,0x702,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,34022
661,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x706,ALLOCATE,1,34023
662,,REPARENT,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,xbpt_beta_delta_991192.tmp,0x70b,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,34024
663,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_STREAM,1,34025
664,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_beta_984608,,0x70d,UPDATE_STREAM,1,34027
665,2026-05-16T16:51:52.359Z,MOVE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,elvis_dir_backup_535345,0x704,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW SET_PARENT_ID,5,34030
666,2026-05-16T16:51:52.517Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,xbpt_alpha_delta_830163.ini,0x70b,INSERT_ROW INSERT_ROW SET_OBJECT,3,34032
667,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,,0x70b,UPDATE_STREAM,1,34033
668,,DELETE,/test,,0x702,DELETE_TABLE DELETE_ROW DELETE_ROW DELETE_TABLE,4,34035
669,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x710,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34036
670,2026-05-16T16:51:52.565Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,xbpt_beta_audit_333607.json,0x707,INSERT_ROW INSERT_ROW SET_OBJECT,3,34037
671,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x707,UPDATE_STREAM,1,34038
672,2026-05-16T16:51:52.571Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_foxtrot_config_200139.ini,0x710,INSERT_ROW INSERT_ROW SET_OBJECT,3,34039
673,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x710,UPDATE_STREAM,1,34040
674,2026-05-16T16:51:52.596Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,xbpt_delta_cache_147912.bin,0x70b,INSERT_ROW INSERT_ROW SET_OBJECT,3,34042
675,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,,0x70b,UPDATE_STREAM,1,34043
676,,REPARENT,/test,xbpt_record_record_227971.txt,0x702,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,34045
677,2026-05-16T16:51:52.644Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,xbpt_alpha_beta_546905.tmp,0x711,INSERT_ROW INSERT_ROW SET_OBJECT,3,34047
678,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x711,UPDATE_STREAM,1,34048
679,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462,,0x703,ALLOCATE,1,34049
680,2026-05-16T16:51:52.661Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,xbpt_whiskey_kilo_275488.json,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,34050
681,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_STREAM,1,34051
682,2026-05-16T16:51:52.701Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,xbpt_gamma_whiskey_418191.csv,0x711,INSERT_ROW INSERT_ROW SET_OBJECT,3,34052
683,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x711,UPDATE_STREAM,1,34053
684,2026-05-16T16:51:52.712Z,CREATE,/test,xbpt_archive_sync_860921.cfg,0x702,INSERT_ROW INSERT_ROW SET_OBJECT,3,34054
685,,STREAM_UPD,/test,,0x702,UPDATE_STREAM,1,34055
686,2026-05-16T16:51:52.725Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,xbpt_trace_yankee_986396.csv,0x707,INSERT_ROW INSERT_ROW SET_OBJECT,3,34056
687,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x707,UPDATE_STREAM,1,34057
688,2026-05-16T16:51:52.747Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,xbpt_sierra_temp_920867.dat,0x70b,INSERT_ROW INSERT_ROW SET_OBJECT,3,34059
689,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,,0x70b,UPDATE_STREAM,1,34060
690,2026-05-16T16:51:52.756Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,xbpt_hotel_sync_810225.ini,0x707,INSERT_ROW INSERT_ROW SET_OBJECT,3,34061
691,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x707,UPDATE_STREAM,1,34062
692,2026-05-16T16:51:52.768Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,xbpt_quebec_foxtrot_777338.ini,0x707,INSERT_ROW INSERT_ROW SET_OBJECT,3,34063
693,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x707,UPDATE_STREAM,1,34064
694,2026-05-16T16:51:52.701Z,MOVE,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,xbpt_gamma_whiskey_418191.csv,0x711,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,34066
695,2026-05-16T16:51:52.865Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,xbpt_lima_lima_890070.dat,0x706,INSERT_ROW INSERT_ROW SET_OBJECT,3,34067
696,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x706,UPDATE_STREAM,1,34068
697,2026-05-16T16:51:52.874Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,xbpt_tango_archive_240492.tmp,0x706,INSERT_ROW INSERT_ROW SET_OBJECT,3,34069
698,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x706,UPDATE_STREAM,1,34070
699,,STREAM_UPD,/test,,0x702,UPDATE_STREAM,1,34072
700,,STREAM_UPD,/test/elvis_dir_record_449015,,0x70f,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34073
701,,STREAM_UPD,/test/elvis_dir_record_449015,,0x70f,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34075
702,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,,0x70b,ALLOCATE,1,34076
703,,MODIFY,/test,,0x702,FREE,1,34078
704,,REPARENT,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x711,DELETE_ROW REPARENT_TABLE INSERT_ROW,3,34079
705,2026-05-16T16:51:52.974Z,CREATE,/test/elvis_dir_record_449015,xbpt_output_papa_412411.log,0x70f,INSERT_ROW INSERT_ROW SET_OBJECT,3,34080
706,,STREAM_UPD,/test/elvis_dir_record_449015,,0x70f,UPDATE_STREAM,1,34081
707,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,,0x70b,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34083
708,,DELETE,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264,elvis_dir_alpha_144478,0x712,DELETE_ROW DELETE_ROW DELETE_TABLE DELETE_ROW,4,34084
709,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,ALLOCATE,1,34085
710,,STREAM_UPD,/test,,0x702,UPDATE_STREAM,1,34086
711,2026-05-16T16:51:53.077Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,xbpt_mike_tango_822153.dat,0x706,INSERT_ROW INSERT_ROW SET_OBJECT,3,34087
712,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x706,UPDATE_STREAM,1,34088
713,2026-05-16T16:51:53.092Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,xbpt_hotel_alpha_382213.tmp,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,34089
714,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_STREAM,1,34090
715,2026-05-16T16:51:53.107Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,xbpt_temp_audit_764882.bak,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,34091
716,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_STREAM,1,34092
717,2026-05-16T16:51:53.114Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,xbpt_yankee_alpha_567882.json,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,34093
718,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_STREAM,1,34094
719,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x711,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34095
720,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,ALLOCATE,1,34096
721,2026-05-16T16:51:53.146Z,CREATE,OID 0x714,elvis_dir_whiskey_547057,0x714,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,34097
722,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,,0x70b,ALLOCATE,1,34098
723,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x706,UPDATE_STREAM,1,34099
724,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,,0x70b,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34100
725,2026-05-16T16:51:53.172Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264,xbpt_november_cache_127869.dat,0x712,INSERT_ROW INSERT_ROW SET_OBJECT,3,34101
726,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778/elvis_dir_record_901264,,0x712,UPDATE_STREAM,1,34102
727,2026-05-16T16:51:53.190Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,xbpt_lima_oscar_843603.tmp,0x706,INSERT_ROW INSERT_ROW SET_OBJECT,3,34104
728,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x706,UPDATE_STREAM,1,34105
729,,ALLOCATE,/test,,0x702,ALLOCATE,1,34107
730,2026-05-16T16:51:53.302Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_lima_romeo_145243.txt,0x710,INSERT_ROW INSERT_ROW SET_OBJECT,3,34109
731,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x710,UPDATE_STREAM,1,34110
732,,MODIFY,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_ROW,1,34111
733,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_STREAM,1,34112
734,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x711,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34113
735,2026-05-16T16:51:53.421Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_temp_foxtrot_215860.tmp,0x710,INSERT_ROW INSERT_ROW SET_OBJECT,3,34116
736,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x710,UPDATE_STREAM,1,34117
737,2026-05-16T16:51:53.427Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,xbpt_config_india_582905.json,0x707,INSERT_ROW INSERT_ROW SET_OBJECT,3,34118
738,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x707,UPDATE_STREAM,1,34119
739,,REPARENT,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x710,DELETE_ROW REPARENT_TABLE INSERT_ROW,3,34120
740,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x706,ALLOCATE,1,34121
741,2026-05-16T16:51:53.470Z,CREATE,/test,xbpt_foxtrot_config_966558.log,0x702,INSERT_ROW INSERT_ROW SET_OBJECT,3,34122
742,,STREAM_UPD,/test,,0x702,UPDATE_STREAM,1,34123
743,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x706,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34125
744,2026-05-16T16:51:53.514Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,xbpt_papa_audit_649170.md,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,34126
745,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_STREAM,1,34127
746,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,,0x70b,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34129
747,,REPARENT,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,DELETE_ROW REPARENT_TABLE INSERT_ROW,3,34130
748,,REPARENT,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,xbpt_report_whiskey_438679.dat,0x711,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,34131
749,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,UPDATE_STREAM,1,34132
750,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,ALLOCATE,1,34134
751,,OP,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805,,0x70b,INSERT_ROW INSERT_ROW INSERT_ROW,3,34136
752,2026-05-16T16:51:53.685Z,CREATE,OID 0x716,elvis_dir_sierra_678563,0x716,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,34137
753,,ALLOCATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,ALLOCATE,1,34140
754,2026-05-16T16:51:52.359Z,MOVE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462,xbpt_yankee_gamma_631547.txt,0x703,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,34141
755,2026-05-16T16:51:53.981Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_uniform_data_334904.md,0x710,INSERT_ROW INSERT_ROW SET_OBJECT,3,34142
756,,CONTAINER,,,,MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER,6,34143
757,,ALLOCATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x710,ALLOCATE,1,34144
758,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x710,UPDATE_STREAM,1,34145
759,,STREAM_UPD,/test,,0x702,UPDATE_STREAM,1,34147
760,,MODIFY,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_603462,,0x703,FREE,1,34150
761,2026-05-16T16:51:54.062Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,xbpt_yankee_echo_729349.tmp,0x715,INSERT_ROW INSERT_ROW SET_OBJECT,3,34152
762,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,,0x715,UPDATE_STREAM,1,34153
763,2026-05-16T16:51:54.081Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,xbpt_record_temp_940076.txt,0x715,INSERT_ROW INSERT_ROW SET_OBJECT,3,34154
764,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,,0x715,UPDATE_STREAM,1,34155
765,2026-05-16T16:51:54.124Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,xbpt_backup_echo_585708.csv,0x711,INSERT_ROW INSERT_ROW SET_OBJECT,3,34158
766,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x711,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34159
767,,MODIFY,/test,,0x702,FREE,1,34162
768,2026-05-16T16:51:54.145Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,xbpt_record_output_751721.ini,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,34163
769,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x704,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34164
770,2026-05-16T16:51:54.181Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,xbpt_audit_oscar_497672.tmp,0x715,INSERT_ROW INSERT_ROW SET_OBJECT,3,34165
771,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,,0x715,UPDATE_STREAM,1,34166
772,,STREAM_UPD,/test/elvis_dir_victor_783323,,0x717,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34167
773,2026-05-16T16:51:54.204Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,xbpt_oscar_sierra_369457.log,0x715,INSERT_ROW INSERT_ROW SET_OBJECT,3,34169
774,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,,0x715,UPDATE_STREAM,1,34170
775,2026-05-16T16:51:54.216Z,CREATE,/test/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_oscar_foxtrot_635028.xml,0x710,INSERT_ROW INSERT_ROW SET_OBJECT,3,34171
776,,STREAM_UPD,/test/elvis_dir_papa_805353/elvis_dir_november_478580,,0x710,UPDATE_STREAM,1,34172
777,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x706,UPDATE_STREAM,1,34173
778,2026-05-16T16:51:54.255Z,CREATE,/test/elvis_dir_victor_783323,xbpt_whiskey_tango_704744.ini,0x717,INSERT_ROW INSERT_ROW SET_OBJECT,3,34174
779,,STREAM_UPD,/test/elvis_dir_victor_783323,,0x717,UPDATE_STREAM,1,34175
780,,STREAM_UPD,/test,,0x702,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,34178
781,2026-05-16T16:51:54.428Z,CREATE,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,xbpt_audit_foxtrot_604743.xml,0x715,INSERT_ROW INSERT_ROW SET_OBJECT,3,34180
782,,STREAM_UPD,/test/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398/elvis_dir_cache_558805/elvis_dir_sierra_850083,,0x715,UPDATE_STREAM,1,34181
783,2026-05-16T16:51:54.456Z,CREATE,/test,xbpt_config_output_842495.md,0x702,INSERT_ROW INSERT_ROW SET_OBJECT,3,34182
784,,STREAM_UPD,/test,,0x702,UPDATE_STREAM,1,34183
785,2026-05-16T16:51:54.465Z,CREATE,/test,xbpt_quebec_whiskey_691833.bak,0x702,INSERT_ROW INSERT_ROW SET_OBJECT,3,34184
786,,STREAM_UPD,/test,,0x702,UPDATE_STREAM,1,34185
