==============================================================================
ReFS Object ID Table
==============================================================================
  Image:            win11refs2tspecials.raw
  Partition start:  0x1000000
  Cluster size:     0x1000
  ReFS version:     3.14
  CPC:              0x4000 (shift=15)
  Container entries:32767
  OID Table root:   [0x11610, 0x11611, 0x11612, 0x11613]
  OID Table phys:   [0x1610, 0x1611, 0x1612, 0x1613]

Total objects: 230

  OID      Name                             Root LCN Physical LCN    Sig Extra
  ----------------------------------------------------------------------------
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  0f 00 00 00 00 00 00 00                           ........

  OID 0x708 — Directory/File (0x708)
    Key (raw):  00000000000000000807000000000000
    VLCN tuple: [0x11418, 0x11419, 0x1141a, 0x1141b]
    PLCN tuple: [0x1418, 0x1419, 0x141a, 0x141b]
    Absolute:   0x2418000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  13 00 00 00 00 00 00 00                           ........

  OID 0x709 — Directory/File (0x709)
    Key (raw):  00000000000000000907000000000000
    VLCN tuple: [0x13434, 0x13435, 0x13436, 0x13437]
    PLCN tuple: [0x3434, 0x3435, 0x3436, 0x3437]
    Absolute:   0x4434000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  17 00 00 00 00 00 00 00                           ........

  OID 0x70b — Directory/File (0x70b)
    Key (raw):  00000000000000000b07000000000000
    VLCN tuple: [0x12414, 0x12415, 0x12416, 0x12417]
    PLCN tuple: [0x2414, 0x2415, 0x2416, 0x2417]
    Absolute:   0x3414000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  0d 00 00 00 00 00 00 00                           ........

  OID 0x70c — Directory/File (0x70c)
    Key (raw):  00000000000000000c07000000000000
    VLCN tuple: [0x11e1c, 0x11e1d, 0x11e1e, 0x11e1f]
    PLCN tuple: [0x1e1c, 0x1e1d, 0x1e1e, 0x1e1f]
    Absolute:   0x2e1c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x93f 0x1
    Extra bytes (8):
    00000050  0b 00 00 00 00 00 00 00                           ........

  OID 0x70d — Directory/File (0x70d)
    Key (raw):  00000000000000000d07000000000000
    VLCN tuple: [0x11420, 0x11421, 0x11422, 0x11423]
    PLCN tuple: [0x1420, 0x1421, 0x1422, 0x1423]
    Absolute:   0x2420000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9c5 0x1
    Extra bytes (8):
    00000050  07 00 00 00 00 00 00 00                           ........

  OID 0x70e — Directory/File (0x70e)
    Key (raw):  00000000000000000e07000000000000
    VLCN tuple: [0x11e04, 0x11e05, 0x11e06, 0x11e07]
    PLCN tuple: [0x1e04, 0x1e05, 0x1e06, 0x1e07]
    Absolute:   0x2e04000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  0c 00 00 00 00 00 00 00                           ........

  OID 0x712 — Directory/File (0x712)
    Key (raw):  00000000000000001207000000000000
    VLCN tuple: [0x11208, 0x11209, 0x1120a, 0x1120b]
    PLCN tuple: [0x1208, 0x1209, 0x120a, 0x120b]
    Absolute:   0x2208000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x4e6 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x713 — Directory/File (0x713)
    Key (raw):  00000000000000001307000000000000
    VLCN tuple: [0x10c14, 0x10c15, 0x10c16, 0x10c17]
    PLCN tuple: [0xc14, 0xc15, 0xc16, 0xc17]
    Absolute:   0x1c14000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x903 0x1
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x714 — Directory/File (0x714)
    Key (raw):  00000000000000001407000000000000
    VLCN tuple: [0x13008, 0x13009, 0x1300a, 0x1300b]
    PLCN tuple: [0x3008, 0x3009, 0x300a, 0x300b]
    Absolute:   0x4008000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x716 — Directory/File (0x716)
    Key (raw):  00000000000000001607000000000000
    VLCN tuple: [0x13210, 0x13211, 0x13212, 0x13213]
    PLCN tuple: [0x3210, 0x3211, 0x3212, 0x3213]
    Absolute:   0x4210000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  08 00 00 00 00 00 00 00                           ........

  OID 0x717 — Directory/File (0x717)
    Key (raw):  00000000000000001707000000000000
    VLCN tuple: [0x13204, 0x13205, 0x13206, 0x13207]
    PLCN tuple: [0x3204, 0x3205, 0x3206, 0x3207]
    Absolute:   0x4204000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x531 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x718 — Directory/File (0x718)
    Key (raw):  00000000000000001807000000000000
    VLCN tuple: [0x1300c, 0x1300d, 0x1300e, 0x1300f]
    PLCN tuple: [0x300c, 0x300d, 0x300e, 0x300f]
    Absolute:   0x400c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x719 — Directory/File (0x719)
    Key (raw):  00000000000000001907000000000000
    VLCN tuple: [0x11018, 0x11019, 0x1101a, 0x1101b]
    PLCN tuple: [0x1018, 0x1019, 0x101a, 0x101b]
    Absolute:   0x2018000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x71a — Directory/File (0x71a)
    Key (raw):  00000000000000001a07000000000000
    VLCN tuple: [0x1381c, 0x1381d, 0x1381e, 0x1381f]
    PLCN tuple: [0x381c, 0x381d, 0x381e, 0x381f]
    Absolute:   0x481c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x95a 0x1
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x71b — Directory/File (0x71b)
    Key (raw):  00000000000000001b07000000000000
    VLCN tuple: [0x11a08, 0x11a09, 0x11a0a, 0x11a0b]
    PLCN tuple: [0x1a08, 0x1a09, 0x1a0a, 0x1a0b]
    Absolute:   0x2a08000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x997 0x1
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x71d — Directory/File (0x71d)
    Key (raw):  00000000000000001d07000000000000
    VLCN tuple: [0x13224, 0x13225, 0x13226, 0x13227]
    PLCN tuple: [0x3224, 0x3225, 0x3226, 0x3227]
    Absolute:   0x4224000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  0d 00 00 00 00 00 00 00                           ........

  OID 0x71e — Directory/File (0x71e)
    Key (raw):  00000000000000001e07000000000000
    VLCN tuple: [0x1380c, 0x1380d, 0x1380e, 0x1380f]
    PLCN tuple: [0x380c, 0x380d, 0x380e, 0x380f]
    Absolute:   0x480c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x5b3 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x71f — Directory/File (0x71f)
    Key (raw):  00000000000000001f07000000000000
    VLCN tuple: [0x13208, 0x13209, 0x1320a, 0x1320b]
    PLCN tuple: [0x3208, 0x3209, 0x320a, 0x320b]
    Absolute:   0x4208000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x903 0x1
    Extra bytes (8):
    00000050  07 00 00 00 00 00 00 00                           ........

  OID 0x720 — Directory/File (0x720)
    Key (raw):  00000000000000002007000000000000
    VLCN tuple: [0x10404, 0x10405, 0x10406, 0x10407]
    PLCN tuple: [0x404, 0x405, 0x406, 0x407]
    Absolute:   0x1404000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x579 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x722 — Directory/File (0x722)
    Key (raw):  00000000000000002207000000000000
    VLCN tuple: [0x11a2c, 0x11a2d, 0x11a2e, 0x11a2f]
    PLCN tuple: [0x1a2c, 0x1a2d, 0x1a2e, 0x1a2f]
    Absolute:   0x2a2c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x95a 0x1
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x723 — Directory/File (0x723)
    Key (raw):  00000000000000002307000000000000
    VLCN tuple: [0x13218, 0x13219, 0x1321a, 0x1321b]
    PLCN tuple: [0x3218, 0x3219, 0x321a, 0x321b]
    Absolute:   0x4218000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x997 0x1
    Extra bytes (8):
    00000050  0a 00 00 00 00 00 00 00                           ........

  OID 0x724 — Directory/File (0x724)
    Key (raw):  00000000000000002407000000000000
    VLCN tuple: [0x11a04, 0x11a05, 0x11a06, 0x11a07]
    PLCN tuple: [0x1a04, 0x1a05, 0x1a06, 0x1a07]
    Absolute:   0x2a04000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x5b3 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x725 — Directory/File (0x725)
    Key (raw):  00000000000000002507000000000000
    VLCN tuple: [0x100b4, 0x100b5, 0x100b6, 0x100b7]
    PLCN tuple: [0xb4, 0xb5, 0xb6, 0xb7]
    Absolute:   0x10b4000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x726 — Directory/File (0x726)
    Key (raw):  00000000000000002607000000000000
    VLCN tuple: [0x13c00, 0x13c01, 0x13c02, 0x13c03]
    PLCN tuple: [0x3c00, 0x3c01, 0x3c02, 0x3c03]
    Absolute:   0x4c00000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x727 — Directory/File (0x727)
    Key (raw):  00000000000000002707000000000000
    VLCN tuple: [0x10c20, 0x10c21, 0x10c22, 0x10c23]
    PLCN tuple: [0xc20, 0xc21, 0xc22, 0xc23]
    Absolute:   0x1c20000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x728 — Directory/File (0x728)
    Key (raw):  00000000000000002807000000000000
    VLCN tuple: [0x10810, 0x10811, 0x10812, 0x10813]
    PLCN tuple: [0x810, 0x811, 0x812, 0x813]
    Absolute:   0x1810000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x72b — Directory/File (0x72b)
    Key (raw):  00000000000000002b07000000000000
    VLCN tuple: [0x13e10, 0x13e11, 0x13e12, 0x13e13]
    PLCN tuple: [0x3e10, 0x3e11, 0x3e12, 0x3e13]
    Absolute:   0x4e10000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x72d — Directory/File (0x72d)
    Key (raw):  00000000000000002d07000000000000
    VLCN tuple: [0x13408, 0x13409, 0x1340a, 0x1340b]
    PLCN tuple: [0x3408, 0x3409, 0x340a, 0x340b]
    Absolute:   0x4408000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x72e — Directory/File (0x72e)
    Key (raw):  00000000000000002e07000000000000
    VLCN tuple: [0x1080c, 0x1080d, 0x1080e, 0x1080f]
    PLCN tuple: [0x80c, 0x80d, 0x80e, 0x80f]
    Absolute:   0x180c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x972 0x1
    Extra bytes (8):
    00000050  08 00 00 00 00 00 00 00                           ........

  OID 0x72f — Directory/File (0x72f)
    Key (raw):  00000000000000002f07000000000000
    VLCN tuple: [0x11438, 0x11439, 0x1143a, 0x1143b]
    PLCN tuple: [0x1438, 0x1439, 0x143a, 0x143b]
    Absolute:   0x2438000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  09 00 00 00 00 00 00 00                           ........

  OID 0x730 — Directory/File (0x730)
    Key (raw):  00000000000000003007000000000000
    VLCN tuple: [0x10204, 0x10205, 0x10206, 0x10207]
    PLCN tuple: [0x204, 0x205, 0x206, 0x207]
    Absolute:   0x1204000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x7ae 0x1
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x734 — Directory/File (0x734)
    Key (raw):  00000000000000003407000000000000
    VLCN tuple: [0x13e0c, 0x13e0d, 0x13e0e, 0x13e0f]
    PLCN tuple: [0x3e0c, 0x3e0d, 0x3e0e, 0x3e0f]
    Absolute:   0x4e0c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  07 00 00 00 00 00 00 00                           ........

  OID 0x737 — Directory/File (0x737)
    Key (raw):  00000000000000003707000000000000
    VLCN tuple: [0x10610, 0x10611, 0x10612, 0x10613]
    PLCN tuple: [0x610, 0x611, 0x612, 0x613]
    Absolute:   0x1610000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x694 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x738 — Directory/File (0x738)
    Key (raw):  00000000000000003807000000000000
    VLCN tuple: [0x11e08, 0x11e09, 0x11e0a, 0x11e0b]
    PLCN tuple: [0x1e08, 0x1e09, 0x1e0a, 0x1e0b]
    Absolute:   0x2e08000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x739 — Directory/File (0x739)
    Key (raw):  00000000000000003907000000000000
    VLCN tuple: [0x11218, 0x11219, 0x1121a, 0x1121b]
    PLCN tuple: [0x1218, 0x1219, 0x121a, 0x121b]
    Absolute:   0x2218000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  0a 00 00 00 00 00 00 00                           ........

  OID 0x73b — Directory/File (0x73b)
    Key (raw):  00000000000000003b07000000000000
    VLCN tuple: [0x12014, 0x12015, 0x12016, 0x12017]
    PLCN tuple: [0x2014, 0x2015, 0x2016, 0x2017]
    Absolute:   0x3014000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  06 00 00 00 00 00 00 00                           ........

  OID 0x73c — Directory/File (0x73c)
    Key (raw):  00000000000000003c07000000000000
    VLCN tuple: [0x12210, 0x12211, 0x12212, 0x12213]
    PLCN tuple: [0x2210, 0x2211, 0x2212, 0x2213]
    Absolute:   0x3210000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x716 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x73e — Directory/File (0x73e)
    Key (raw):  00000000000000003e07000000000000
    VLCN tuple: [0x13404, 0x13405, 0x13406, 0x13407]
    PLCN tuple: [0x3404, 0x3405, 0x3406, 0x3407]
    Absolute:   0x4404000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x716 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x73f — Directory/File (0x73f)
    Key (raw):  00000000000000003f07000000000000
    VLCN tuple: [0x12e30, 0x12e31, 0x12e32, 0x12e33]
    PLCN tuple: [0x2e30, 0x2e31, 0x2e32, 0x2e33]
    Absolute:   0x3e30000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  07 00 00 00 00 00 00 00                           ........

  OID 0x740 — Directory/File (0x740)
    Key (raw):  00000000000000004007000000000000
    VLCN tuple: [0x13228, 0x13229, 0x1322a, 0x1322b]
    PLCN tuple: [0x3228, 0x3229, 0x322a, 0x322b]
    Absolute:   0x4228000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x741 — Directory/File (0x741)
    Key (raw):  00000000000000004107000000000000
    VLCN tuple: [0x12200, 0x12201, 0x12202, 0x12203]
    PLCN tuple: [0x2200, 0x2201, 0x2202, 0x2203]
    Absolute:   0x3200000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x772 0x1
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x742 — Directory/File (0x742)
    Key (raw):  00000000000000004207000000000000
    VLCN tuple: [0x13a14, 0x13a15, 0x13a16, 0x13a17]
    PLCN tuple: [0x3a14, 0x3a15, 0x3a16, 0x3a17]
    Absolute:   0x4a14000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  05 00 00 00 00 00 00 00                           ........

  OID 0x743 — Directory/File (0x743)
    Key (raw):  00000000000000004307000000000000
    VLCN tuple: [0x10208, 0x10209, 0x1020a, 0x1020b]
    PLCN tuple: [0x208, 0x209, 0x20a, 0x20b]
    Absolute:   0x1208000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  07 00 00 00 00 00 00 00                           ........

  OID 0x744 — Directory/File (0x744)
    Key (raw):  00000000000000004407000000000000
    VLCN tuple: [0x12e20, 0x12e21, 0x12e22, 0x12e23]
    PLCN tuple: [0x2e20, 0x2e21, 0x2e22, 0x2e23]
    Absolute:   0x3e20000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x772 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x745 — Directory/File (0x745)
    Key (raw):  00000000000000004507000000000000
    VLCN tuple: [0x11808, 0x11809, 0x1180a, 0x1180b]
    PLCN tuple: [0x1808, 0x1809, 0x180a, 0x180b]
    Absolute:   0x2808000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x772 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x746 — Directory/File (0x746)
    Key (raw):  00000000000000004607000000000000
    VLCN tuple: [0x11a14, 0x11a15, 0x11a16, 0x11a17]
    PLCN tuple: [0x1a14, 0x1a15, 0x1a16, 0x1a17]
    Absolute:   0x2a14000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
    00000050  03 00 00 00 00 00 00 00                           ........

  OID 0x748 — Directory/File (0x748)
    Key (raw):  00000000000000004807000000000000
    VLCN tuple: [0x13200, 0x13201, 0x13202, 0x13203]
    PLCN tuple: [0x3200, 0x3201, 0x3202, 0x3203]
    Absolute:   0x4200000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x772 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x749 — Directory/File (0x749)
    Key (raw):  00000000000000004907000000000000
    VLCN tuple: [0x10410, 0x10411, 0x10412, 0x10413]
    PLCN tuple: [0x410, 0x411, 0x412, 0x413]
    Absolute:   0x1410000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x7e4 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x74a — Directory/File (0x74a)
    Key (raw):  00000000000000004a07000000000000
    VLCN tuple: [0x100b0, 0x100b1, 0x100b2, 0x100b3]
    PLCN tuple: [0xb0, 0xb1, 0xb2, 0xb3]
    Absolute:   0x10b0000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x8d3 0x1
    Extra bytes (8):
    00000050  02 00 00 00 00 00 00 00                           ........

  OID 0x74b — Directory/File (0x74b)
    Key (raw):  00000000000000004b07000000000000
    VLCN tuple: [0x12e18, 0x12e19, 0x12e1a, 0x12e1b]
    PLCN tuple: [0x2e18, 0x2e19, 0x2e1a, 0x2e1b]
    Absolute:   0x3e18000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x74c — Directory/File (0x74c)
    Key (raw):  00000000000000004c07000000000000
    VLCN tuple: [0x10a0c, 0x10a0d, 0x10a0e, 0x10a0f]
    PLCN tuple: [0xa0c, 0xa0d, 0xa0e, 0xa0f]
    Absolute:   0x1a0c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x997 0x1
    Extra bytes (8):
    00000050  07 00 00 00 00 00 00 00                           ........

  OID 0x74d — Directory/File (0x74d)
    Key (raw):  00000000000000004d07000000000000
    VLCN tuple: [0x13e1c, 0x13e1d, 0x13e1e, 0x13e1f]
    PLCN tuple: [0x3e1c, 0x3e1d, 0x3e1e, 0x3e1f]
    Absolute:   0x4e1c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x7ae 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x74e — Directory/File (0x74e)
    Key (raw):  00000000000000004e07000000000000
    VLCN tuple: [0x12614, 0x12615, 0x12616, 0x12617]
    PLCN tuple: [0x2614, 0x2615, 0x2616, 0x2617]
    Absolute:   0x3614000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x7ae 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x74f — Directory/File (0x74f)
    Key (raw):  00000000000000004f07000000000000
    VLCN tuple: [0x10604, 0x10605, 0x10606, 0x10607]
    PLCN tuple: [0x604, 0x605, 0x606, 0x607]
    Absolute:   0x1604000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9d8 0x1
    Extra bytes (8):
    00000050  04 00 00 00 00 00 00 00                           ........

  OID 0x750 — Directory/File (0x750)
    Key (raw):  00000000000000005007000000000000
    VLCN tuple: [0x1302c, 0x1302d, 0x1302e, 0x1302f]
    PLCN tuple: [0x302c, 0x302d, 0x302e, 0x302f]
    Absolute:   0x402c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x7ae 0x1
    Extra bytes (8):
    00000050  01 00 00 00 00 00 00 00                           ........

  OID 0x751 — Directory/File (0x751)
    Key (raw):  00000000000000005107000000000000
    VLCN tuple: [0x1141c, 0x1141d, 0x1141e, 0x1141f]
    PLCN tuple: [0x141c, 0x141d, 0x141e, 0x141f]
    Absolute:   0x241c000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x93f 0x1
    Extra bytes (8):
    00000050  06 00 00 00 00 00 00 00                           ........

  OID 0x753 — Directory/File (0x753)
    Key (raw):  00000000000000005307000000000000
    VLCN tuple: [0x13620, 0x13621, 0x13622, 0x13623]
    PLCN tuple: [0x3620, 0x3621, 0x3622, 0x3623]
    Absolute:   0x4620000
    Signature:  MSB+
    Value size: 88 bytes (standard=80, extra=8)
    u32[0..7]:  0x2 0x0 0x18 0x30 0x50 0x8 0x9da 0x1
    Extra bytes (8):
