==============================================================================
ReFS MLog Analysis — win11refs2tspecials.raw
ReFS v3.14 | cluster_size=0x1000 | objects=230
==============================================================================

==============================================================================
MLog Control Area
==============================================================================
  Control PLCN:      0x30
  Signature:         MLog
  Format magic:      0x6dfbad7b (per-volume const, NOT a CRC — E42/#343; differs after a reformat)
  Version:           1
  Sector size:       0x1000
  UUID:              525a042c-58aa-4cca-a4f2-125f8bebb05f
  Sequence:          69
  Write counter:     2
  Flags:             0x1
  Total entries:     0
  Generation:        4995
  Data area:         0x8000 - 0x48000 (262144 clusters)
  LSN oldest:        0x1383.1
  Dispatch table:    v3.14 (44 opcodes)

==============================================================================
Data Area Summary
==============================================================================
  Total pages:       262144
  zero                 257150  ( 98.1%)
  MLog                   4994  (  1.9%)

==============================================================================
Redo Records
==============================================================================
  Total records:      7223
  Transaction starts: 2666
  Transaction commits: 0

     #  Opcode  Name                                             OID   Flags   Size
  ────  ──────  ────────────────────────────────────────  ──────────  ──────  ─────
  1273  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x25       —     72
  1274  0x0001  RedoInsertRow                                   0x25       S    360
  1275  0x0001  RedoInsertRow                                   0x25       —    288
  1276  0x0001  RedoInsertRow                                   0x25       S    168
  1277  0x0001  RedoInsertRow                                   0x25       —    168
  1278  0x0001  RedoInsertRow                                   0x25       —    576
  1279  0x0001  RedoInsertRow                                   0x25       S   1536
  1280  0x0001  RedoInsertRow                                   0x25       —    192
  1281  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x25       —     72
  1282  0x0001  RedoInsertRow                                   0x25       S   1528
  1283  0x0001  RedoInsertRow                                   0x25       —    184
  1284  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x25       —     72
  1285  0x0002  RedoDeleteRow                                   0x25       S    192
  1286  0x0001  RedoInsertRow                                   0x25       —    184
  1287  0x0000  OpenTableFromTablePath                          0x25       —    224
  1288  0x0020  CmsStream::UpdateStreamUserPayload              0x25       —     72
  1289  0x0006  RedoAllocate                                    0x25       —    112
  1290  0x001f  RedoUpdateStreamSummary                         0x25       —    120
  1291  0x0007  RedoFree                                        0x25       S    264
  1292  0x0000  OpenTableFromTablePath                          0x25       S     96
  1293  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x25       —     72
  1294  0x0001  RedoInsertRow                                   0x25       —    752
  1295  0x0001  RedoInsertRow                                   0x25       —    344
  1296  0x0001  RedoInsertRow                                   0x25       —    240
  1297  0x0001  RedoInsertRow                                   0x25       —    272
  1298  0x0001  RedoInsertRow                                   0x25       S    168
  1299  0x0001  RedoInsertRow                                   0x25       —    168
  1300  0x0001  RedoInsertRow                                   0x25       —    648
  1301  0x0002  RedoDeleteRow                                   0x25       S    144
  1302  0x0002  RedoDeleteRow                                   0x25       —    208
  1303  0x000f  RedoDeleteTable                                 0x25       —     56
  1304  0x0002  RedoDeleteRow                                   0x25       —    112
  1305  0x0002  RedoDeleteRow                                   0x25       S    192
  1306  0x0001  RedoInsertRow                                   0x25       —    184
  1307  0x0000  OpenTableFromTablePath                          0x25       —    224
  1308  0x0020  CmsStream::UpdateStreamUserPayload              0x25       —     72
  1309  0x0006  RedoAllocate                                    0x25       —    112
  1310  0x001f  RedoUpdateStreamSummary                         0x25       —    120
  1311  0x0002  RedoDeleteRow                                   0x25       S    192
  1312  0x0002  RedoDeleteRow                                   0x25       S    192
  1313  0x0001  RedoInsertRow                                   0x25       —    184
  1314  0x0000  OpenTableFromTablePath                          0x25       —    224
  1315  0x0020  CmsStream::UpdateStreamUserPayload              0x25       —     72
  1316  0x0006  RedoAllocate                                    0x25       —    112
  1317  0x001f  RedoUpdateStreamSummary                         0x25       —    120
  1318  0x0002  RedoDeleteRow                                   0x25       S    128
  1319  0x0001  RedoInsertRow                                   0x25       —    152
  1320  0x0005  RedoReparentTable                               0x25       —    256
  1321  0x0001  RedoInsertRow                                   0x25       —    256
  1322  0x0002  RedoDeleteRow                                   0x25       S    160
  1323  0x0002  RedoDeleteRow                                   0x25       —    232
  1324  0x0001  RedoInsertRow                                   0x25       —    256
  1325  0x0001  RedoInsertRow                                   0x25       —    288
  1326  0x0001  RedoInsertRow                                   0x25       S   1536
  1327  0x0001  RedoInsertRow                                   0x25       —    192
  1328  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x25       —     72
  1329  0x0002  RedoDeleteRow                                   0x25       S    128
  1330  0x0001  RedoInsertRow                                   0x25       —    152
  1331  0x0005  RedoReparentTable                               0x25       —    264
  1332  0x0001  RedoInsertRow                                   0x25       —    272
  1333  0x0002  RedoDeleteRow                                   0x25       S    144
  1334  0x0002  RedoDeleteRow                                   0x25       —    208
  1335  0x0001  RedoInsertRow                                   0x25       —    224
  1336  0x0001  RedoInsertRow                                   0x25       —    272
  1337  0x0002  RedoDeleteRow                                   0x25       S    200
  1338  0x0001  RedoInsertRow                                   0x25       —    184
  1339  0x0000  OpenTableFromTablePath                          0x25       —    232
  1340  0x0020  CmsStream::UpdateStreamUserPayload              0x25       —     72
  1341  0x0006  RedoAllocate                                    0x25       —    112
  1342  0x001f  RedoUpdateStreamSummary                         0x25       —    120
  1343  0x0002  RedoDeleteRow                                   0x25       S    128
  1344  0x0001  RedoInsertRow                                   0x25       —    152
  1345  0x0005  RedoReparentTable                               0x25       —    264
  1346  0x0001  RedoInsertRow                                   0x25       —    272
  1347  0x0001  RedoInsertRow                                   0x25       S   1536
  1348  0x0001  RedoInsertRow                                   0x25       —    192
  1349  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x25       —     72
  1350  0x0001  RedoInsertRow                                   0x25       S    168
  1351  0x0001  RedoInsertRow                                   0x25       —    168
  1352  0x0001  RedoInsertRow                                   0x25       —    632
  1353  0x0002  RedoDeleteRow                                   0x25       S    192
  1354  0x0001  RedoInsertRow                                   0x26       S   1536
  1355  0x0001  RedoInsertRow                                   0x26       —    192
  1356  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1357  0x0001  RedoInsertRow                                   0x26       S   1528
  1358  0x0001  RedoInsertRow                                   0x26       —    184
  1359  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1360  0x0000  OpenTableFromTablePath                          0x26       S     96
  1361  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1362  0x0001  RedoInsertRow                                   0x26       —    752
  1363  0x0001  RedoInsertRow                                   0x26       —    344
  1364  0x0001  RedoInsertRow                                   0x26       —    240
  1365  0x0001  RedoInsertRow                                   0x26       —    272
  1366  0x0002  RedoDeleteRow                                   0x26       S    192
  1367  0x0002  RedoDeleteRow                                   0x26       S    192
  1368  0x0001  RedoInsertRow                                   0x26       —    184
  1369  0x0000  OpenTableFromTablePath                          0x26       —    224
  1370  0x0020  CmsStream::UpdateStreamUserPayload              0x26       —     72
  1371  0x0006  RedoAllocate                                    0x26       —    112
  1372  0x001f  RedoUpdateStreamSummary                         0x26       —    120
  1373  0x0001  RedoInsertRow                                   0x26       S   1536
  1374  0x0001  RedoInsertRow                                   0x26       —    192
  1375  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1376  0x001f  RedoUpdateStreamSummary                         0x26       S    304
  1377  0x0001  RedoInsertRow                                   0x26       S    360
  1378  0x0001  RedoInsertRow                                   0x26       —    296
  1379  0x0001  RedoInsertRow                                   0x26       S    168
  1380  0x0001  RedoInsertRow                                   0x26       —    168
  1381  0x0001  RedoInsertRow                                   0x26       —    664
  1382  0x0001  RedoInsertRow                                   0x26       S   1528
  1383  0x0001  RedoInsertRow                                   0x26       —    184
  1384  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1385  0x0001  RedoInsertRow                                   0x26       S    360
  1386  0x0001  RedoInsertRow                                   0x26       —    288
  1387  0x0001  RedoInsertRow                                   0x26       S   1536
  1388  0x0001  RedoInsertRow                                   0x26       —    192
  1389  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1390  0x0001  RedoInsertRow                                   0x26       S   1536
  1391  0x0001  RedoInsertRow                                   0x26       —    192
  1392  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1393  0x0001  RedoInsertRow                                   0x26       S   1536
  1394  0x0001  RedoInsertRow                                   0x26       —    192
  1395  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1396  0x0001  RedoInsertRow                                   0x26       S   1536
  1397  0x0001  RedoInsertRow                                   0x26       —    192
  1398  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1399  0x0012  RedoMoveContainer                               0x26       S    120
  1400  0x0001  RedoInsertRow                                   0x26       S   1536
  1401  0x0001  RedoInsertRow                                   0x26       —    192
  1402  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1403  0x0001  RedoInsertRow                                   0x26       S    168
  1404  0x0001  RedoInsertRow                                   0x26       —    168
  1405  0x0001  RedoInsertRow                                   0x26       —    640
  1406  0x0000  OpenTableFromTablePath                          0x26       S     96
  1407  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1408  0x0001  RedoInsertRow                                   0x26       —    752
  1409  0x0001  RedoInsertRow                                   0x26       —    344
  1410  0x0001  RedoInsertRow                                   0x26       —    240
  1411  0x0001  RedoInsertRow                                   0x26       —    280
  1412  0x0001  RedoInsertRow                                   0x26       S   1536
  1413  0x0001  RedoInsertRow                                   0x26       —    192
  1414  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1415  0x0001  RedoInsertRow                                   0x26       S    168
  1416  0x0001  RedoInsertRow                                   0x26       —    168
  1417  0x0001  RedoInsertRow                                   0x26       —    504
  1418  0x0001  RedoInsertRow                                   0x26       S   1536
  1419  0x0001  RedoInsertRow                                   0x26       —    192
  1420  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1421  0x0002  RedoDeleteRow                                   0x26       S    200
  1422  0x0001  RedoInsertRow                                   0x26       —    184
  1423  0x0000  OpenTableFromTablePath                          0x26       —    232
  1424  0x0020  CmsStream::UpdateStreamUserPayload              0x26       —     72
  1425  0x0006  RedoAllocate                                    0x26       —    112
  1426  0x001f  RedoUpdateStreamSummary                         0x26       —    120
  1427  0x0001  RedoInsertRow                                   0x26       S   1528
  1428  0x0001  RedoInsertRow                                   0x26       —    184
  1429  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1430  0x0002  RedoDeleteRow                                   0x26       S    192
  1431  0x0001  RedoInsertRow                                   0x26       —    184
  1432  0x0000  OpenTableFromTablePath                          0x26       —    224
  1433  0x0020  CmsStream::UpdateStreamUserPayload              0x26       —     72
  1434  0x0006  RedoAllocate                                    0x26       —    112
  1435  0x001f  RedoUpdateStreamSummary                         0x26       —    120
  1436  0x0001  RedoInsertRow                                   0x26       S   1536
  1437  0x0001  RedoInsertRow                                   0x26       —    192
  1438  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1439  0x0003  RedoUpdateRow                                   0x26       S    272
  1440  0x0020  CmsStream::UpdateStreamUserPayload              0x26       S    248
  1441  0x0002  RedoDeleteRow                                   0x26       S    144
  1442  0x0002  RedoDeleteRow                                   0x26       —    200
  1443  0x0001  RedoInsertRow                                   0x26       —    224
  1444  0x0001  RedoInsertRow                                   0x26       —    272
  1445  0x000e  RedoSetParentId                                 0x26       —    144
  1446  0x0000  OpenTableFromTablePath                          0x26       S     96
  1447  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1448  0x0001  RedoInsertRow                                   0x26       —    752
  1449  0x0001  RedoInsertRow                                   0x26       —    344
  1450  0x0001  RedoInsertRow                                   0x26       —    224
  1451  0x0001  RedoInsertRow                                   0x26       —    264
  1452  0x0000  OpenTableFromTablePath                          0x26       S     96
  1453  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1454  0x0001  RedoInsertRow                                   0x26       —    752
  1455  0x0001  RedoInsertRow                                   0x26       —    344
  1456  0x0001  RedoInsertRow                                   0x26       —    224
  1457  0x0001  RedoInsertRow                                   0x26       —    264
  1458  0x0001  RedoInsertRow                                   0x26       S   1536
  1459  0x0001  RedoInsertRow                                   0x26       —    192
  1460  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1461  0x0001  RedoInsertRow                                   0x26       S   1536
  1462  0x0001  RedoInsertRow                                   0x26       —    192
  1463  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1464  0x0001  RedoInsertRow                                   0x26       S    168
  1465  0x0001  RedoInsertRow                                   0x26       —    168
  1466  0x0001  RedoInsertRow                                   0x26       —    584
  1467  0x0001  RedoInsertRow                                   0x26       S    168
  1468  0x0001  RedoInsertRow                                   0x26       —    168
  1469  0x0001  RedoInsertRow                                   0x26       —    584
  1470  0x0001  RedoInsertRow                                   0x26       S    360
  1471  0x0001  RedoInsertRow                                   0x26       —    288
  1472  0x0002  RedoDeleteRow                                   0x26       S    224
  1473  0x0001  RedoInsertRow                                   0x26       S   1536
  1474  0x0001  RedoInsertRow                                   0x26       —    192
  1475  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1476  0x0001  RedoInsertRow                                   0x26       S   1536
  1477  0x0001  RedoInsertRow                                   0x26       —    192
  1478  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1479  0x0002  RedoDeleteRow                                   0x26       S    200
  1480  0x0000  OpenTableFromTablePath                          0x26       S     96
  1481  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1482  0x0001  RedoInsertRow                                   0x26       —    752
  1483  0x0001  RedoInsertRow                                   0x26       —    344
  1484  0x0001  RedoInsertRow                                   0x26       —    224
  1485  0x0001  RedoInsertRow                                   0x26       —    272
  1486  0x0001  RedoInsertRow                                   0x26       S   1536
  1487  0x0001  RedoInsertRow                                   0x26       —    192
  1488  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1489  0x0001  RedoInsertRow                                   0x26       S    168
  1490  0x0001  RedoInsertRow                                   0x26       —    168
  1491  0x0001  RedoInsertRow                                   0x26       —    648
  1492  0x0001  RedoInsertRow                                   0x26       S   1536
  1493  0x0001  RedoInsertRow                                   0x26       —    192
  1494  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1495  0x0001  RedoInsertRow                                   0x26       S    168
  1496  0x0001  RedoInsertRow                                   0x26       —    168
  1497  0x0001  RedoInsertRow                                   0x26       —    656
  1498  0x0002  RedoDeleteRow                                   0x26       S    192
  1499  0x0001  RedoInsertRow                                   0x26       —    184
  1500  0x0000  OpenTableFromTablePath                          0x26       —    224
  1501  0x0020  CmsStream::UpdateStreamUserPayload              0x26       —     72
  1502  0x0006  RedoAllocate                                    0x26       —    112
  1503  0x001f  RedoUpdateStreamSummary                         0x26       —    120
  1504  0x0002  RedoDeleteRow                                   0x26       S    192
  1505  0x0001  RedoInsertRow                                   0x26       —    184
  1506  0x0000  OpenTableFromTablePath                          0x26       —    224
  1507  0x0020  CmsStream::UpdateStreamUserPayload              0x26       —     72
  1508  0x0006  RedoAllocate                                    0x26       —    112
  1509  0x001f  RedoUpdateStreamSummary                         0x26       —    120
  1510  0x0002  RedoDeleteRow                                   0x26       S    128
  1511  0x0001  RedoInsertRow                                   0x26       —    152
  1512  0x0005  RedoReparentTable                               0x26       —    264
  1513  0x0001  RedoInsertRow                                   0x26       —    256
  1514  0x000f  RedoDeleteTable                                 0x26       S    224
  1515  0x0002  RedoDeleteRow                                   0x26       —    216
  1516  0x0002  RedoDeleteRow                                   0x26       —    128
  1517  0x000f  RedoDeleteTable                                 0x26       —    168
  1518  0x0002  RedoDeleteRow                                   0x26       S    128
  1519  0x0001  RedoInsertRow                                   0x26       —    152
  1520  0x0005  RedoReparentTable                               0x26       —    264
  1521  0x0001  RedoInsertRow                                   0x26       —    256
  1522  0x0001  RedoInsertRow                                   0x26       S   1528
  1523  0x0001  RedoInsertRow                                   0x26       —    184
  1524  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1525  0x0003  RedoUpdateRow                                   0x26       S    264
  1526  0x0007  RedoFree                                        0x26       S    280
  1527  0x0006  RedoAllocate                                    0x26       —    112
  1528  0x0001  RedoInsertRow                                   0x26       S    360
  1529  0x0001  RedoInsertRow                                   0x26       —    288
  1530  0x0001  RedoInsertRow                                   0x26       S   1536
  1531  0x0001  RedoInsertRow                                   0x26       —    192
  1532  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1533  0x0000  OpenTableFromTablePath                          0x26       S     96
  1534  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1535  0x0001  RedoInsertRow                                   0x26       —    752
  1536  0x0001  RedoInsertRow                                   0x26       —    344
  1537  0x0001  RedoInsertRow                                   0x26       —    240
  1538  0x0001  RedoInsertRow                                   0x26       —    272
  1539  0x0002  RedoDeleteRow                                   0x26       S    144
  1540  0x0002  RedoDeleteRow                                   0x26       —    208
  1541  0x0001  RedoInsertRow                                   0x26       —    224
  1542  0x0001  RedoInsertRow                                   0x26       —    272
  1543  0x0001  RedoInsertRow                                   0x26       S    168
  1544  0x0001  RedoInsertRow                                   0x26       —    168
  1545  0x0001  RedoInsertRow                                   0x26       —    648
  1546  0x0001  RedoInsertRow                                   0x26       S    168
  1547  0x0001  RedoInsertRow                                   0x26       —    168
  1548  0x0001  RedoInsertRow                                   0x26       —    456
  1549  0x0002  RedoDeleteRow                                   0x26       S    192
  1550  0x0001  RedoInsertRow                                   0x26       —    184
  1551  0x0000  OpenTableFromTablePath                          0x26       —    224
  1552  0x0020  CmsStream::UpdateStreamUserPayload              0x26       —     72
  1553  0x0006  RedoAllocate                                    0x26       —    112
  1554  0x001f  RedoUpdateStreamSummary                         0x26       —    120
  1555  0x0000  OpenTableFromTablePath                          0x26       S     96
  1556  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x26       —     72
  1557  0x0001  RedoInsertRow                                   0x26       —    752
  1558  0x0001  RedoInsertRow                                   0x26       —    344
  1559  0x0001  RedoInsertRow                                   0x26       —    224
  1560  0x0001  RedoInsertRow                                   0x26       —    272
  1561  0x0000  OpenTableFromTablePath                          0x27       S     96
  1562  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1563  0x0001  RedoInsertRow                                   0x27       —    752
  1564  0x0001  RedoInsertRow                                   0x27       —    344
  1565  0x0001  RedoInsertRow                                   0x27       —    240
  1566  0x0001  RedoInsertRow                                   0x27       —    272
  1567  0x0000  OpenTableFromTablePath                          0x27       S     96
  1568  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1569  0x0001  RedoInsertRow                                   0x27       —    752
  1570  0x0001  RedoInsertRow                                   0x27       —    344
  1571  0x0001  RedoInsertRow                                   0x27       —    240
  1572  0x0001  RedoInsertRow                                   0x27       —    272
  1573  0x0006  RedoAllocate                                    0x27       S    280
  1574  0x0006  RedoAllocate                                    0x27       S    280
  1575  0x0002  RedoDeleteRow                                   0x27       S    160
  1576  0x0002  RedoDeleteRow                                   0x27       —    240
  1577  0x0001  RedoInsertRow                                   0x27       —    256
  1578  0x0001  RedoInsertRow                                   0x27       —    288
  1579  0x0001  RedoInsertRow                                   0x27       S   1528
  1580  0x0001  RedoInsertRow                                   0x27       —    184
  1581  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1582  0x0008  RedoSetRangeState                               0x27       S    248
  1583  0x0008  RedoSetRangeState                               0x27       S    248
  1584  0x0001  RedoInsertRow                                   0x27       S   1536
  1585  0x0001  RedoInsertRow                                   0x27       —    192
  1586  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1587  0x0001  RedoInsertRow                                   0x27       S    168
  1588  0x0001  RedoInsertRow                                   0x27       —    168
  1589  0x0001  RedoInsertRow                                   0x27       —    640
  1590  0x0001  RedoInsertRow                                   0x27       S   1536
  1591  0x0001  RedoInsertRow                                   0x27       —    192
  1592  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1593  0x0002  RedoDeleteRow                                   0x27       S    200
  1594  0x0002  RedoDeleteRow                                   0x27       S    128
  1595  0x0001  RedoInsertRow                                   0x27       —    152
  1596  0x0005  RedoReparentTable                               0x27       —    264
  1597  0x0001  RedoInsertRow                                   0x27       —    256
  1598  0x0000  OpenTableFromTablePath                          0x27       S     96
  1599  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1600  0x0001  RedoInsertRow                                   0x27       —    752
  1601  0x0001  RedoInsertRow                                   0x27       —    344
  1602  0x0001  RedoInsertRow                                   0x27       —    240
  1603  0x0001  RedoInsertRow                                   0x27       —    272
  1604  0x0001  RedoInsertRow                                   0x27       S   1536
  1605  0x0001  RedoInsertRow                                   0x27       —    192
  1606  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1607  0x0001  RedoInsertRow                                   0x27       S   1536
  1608  0x0001  RedoInsertRow                                   0x27       —    192
  1609  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1610  0x0001  RedoInsertRow                                   0x27       S    360
  1611  0x0001  RedoInsertRow                                   0x27       —    296
  1612  0x0008  RedoSetRangeState                               0x27       S    256
  1613  0x0008  RedoSetRangeState                               0x27       —     80
  1614  0x0008  RedoSetRangeState                               0x27       —     80
  1615  0x0006  RedoAllocate                                    0x27       S    280
  1616  0x0001  RedoInsertRow                                   0x27       S   1536
  1617  0x0001  RedoInsertRow                                   0x27       —    192
  1618  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1619  0x0001  RedoInsertRow                                   0x27       S    360
  1620  0x0001  RedoInsertRow                                   0x27       —    288
  1621  0x0001  RedoInsertRow                                   0x27       S   1536
  1622  0x0001  RedoInsertRow                                   0x27       —    192
  1623  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1624  0x0001  RedoInsertRow                                   0x27       S    168
  1625  0x0001  RedoInsertRow                                   0x27       —    168
  1626  0x0001  RedoInsertRow                                   0x27       —    512
  1627  0x0001  RedoInsertRow                                   0x27       S   1536
  1628  0x0001  RedoInsertRow                                   0x27       —    192
  1629  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1630  0x0002  RedoDeleteRow                                   0x27       S    200
  1631  0x0001  RedoInsertRow                                   0x27       —    184
  1632  0x0000  OpenTableFromTablePath                          0x27       —    232
  1633  0x0020  CmsStream::UpdateStreamUserPayload              0x27       —     72
  1634  0x0006  RedoAllocate                                    0x27       —    112
  1635  0x001f  RedoUpdateStreamSummary                         0x27       —    120
  1636  0x0001  RedoInsertRow                                   0x27       S   1536
  1637  0x0001  RedoInsertRow                                   0x27       —    192
  1638  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1639  0x0002  RedoDeleteRow                                   0x27       S    200
  1640  0x0001  RedoInsertRow                                   0x27       —    184
  1641  0x0000  OpenTableFromTablePath                          0x27       —    232
  1642  0x0020  CmsStream::UpdateStreamUserPayload              0x27       —     72
  1643  0x0006  RedoAllocate                                    0x27       —    112
  1644  0x001f  RedoUpdateStreamSummary                         0x27       —    120
  1645  0x0000  OpenTableFromTablePath                          0x27       S     96
  1646  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1647  0x0001  RedoInsertRow                                   0x27       —    752
  1648  0x0001  RedoInsertRow                                   0x27       —    344
  1649  0x0001  RedoInsertRow                                   0x27       —    224
  1650  0x0001  RedoInsertRow                                   0x27       —    272
  1651  0x0001  RedoInsertRow                                   0x27       S   1528
  1652  0x0001  RedoInsertRow                                   0x27       —    184
  1653  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1654  0x0002  RedoDeleteRow                                   0x27       S    128
  1655  0x0002  RedoDeleteRow                                   0x27       —    128
  1656  0x0002  RedoDeleteRow                                   0x27       —    200
  1657  0x0001  RedoInsertRow                                   0x27       S   1536
  1658  0x0001  RedoInsertRow                                   0x27       —    192
  1659  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1660  0x0001  RedoInsertRow                                   0x27       S    168
  1661  0x0001  RedoInsertRow                                   0x27       —    168
  1662  0x0001  RedoInsertRow                                   0x27       —    576
  1663  0x0002  RedoDeleteRow                                   0x27       S    128
  1664  0x0005  RedoReparentTable                               0x27       —    288
  1665  0x0001  RedoInsertRow                                   0x27       —    224
  1666  0x0002  RedoDeleteRow                                   0x27       S    192
  1667  0x0001  RedoInsertRow                                   0x27       —    184
  1668  0x0000  OpenTableFromTablePath                          0x27       —    224
  1669  0x0020  CmsStream::UpdateStreamUserPayload              0x27       —     72
  1670  0x0006  RedoAllocate                                    0x27       —    112
  1671  0x001f  RedoUpdateStreamSummary                         0x27       —    120
  1672  0x0001  RedoInsertRow                                   0x27       S    360
  1673  0x0001  RedoInsertRow                                   0x27       —    296
  1674  0x0002  RedoDeleteRow                                   0x27       S    152
  1675  0x0002  RedoDeleteRow                                   0x27       —    232
  1676  0x0001  RedoInsertRow                                   0x27       —    256
  1677  0x0001  RedoInsertRow                                   0x27       —    288
  1678  0x0001  RedoInsertRow                                   0x27       S   1536
  1679  0x0001  RedoInsertRow                                   0x27       —    192
  1680  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1681  0x0002  RedoDeleteRow                                   0x27       S    144
  1682  0x0002  RedoDeleteRow                                   0x27       —    200
  1683  0x0001  RedoInsertRow                                   0x27       —    240
  1684  0x0001  RedoInsertRow                                   0x27       —    272
  1685  0x0007  RedoFree                                        0x27       S    272
  1686  0x0001  RedoInsertRow                                   0x27       S   1536
  1687  0x0001  RedoInsertRow                                   0x27       —    192
  1688  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1689  0x0002  RedoDeleteRow                                   0x27       S    200
  1690  0x0002  RedoDeleteRow                                   0x27       S    128
  1691  0x0001  RedoInsertRow                                   0x27       —    152
  1692  0x0005  RedoReparentTable                               0x27       —    264
  1693  0x0001  RedoInsertRow                                   0x27       —    256
  1694  0x0000  OpenTableFromTablePath                          0x27       S     96
  1695  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1696  0x0001  RedoInsertRow                                   0x27       —    752
  1697  0x0001  RedoInsertRow                                   0x27       —    344
  1698  0x0001  RedoInsertRow                                   0x27       —    240
  1699  0x0001  RedoInsertRow                                   0x27       —    272
  1700  0x0000  OpenTableFromTablePath                          0x27       S     96
  1701  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1702  0x0001  RedoInsertRow                                   0x27       —    752
  1703  0x0001  RedoInsertRow                                   0x27       —    344
  1704  0x0001  RedoInsertRow                                   0x27       —    224
  1705  0x0001  RedoInsertRow                                   0x27       —    272
  1706  0x0002  RedoDeleteRow                                   0x27       S    160
  1707  0x0002  RedoDeleteRow                                   0x27       —    232
  1708  0x0001  RedoInsertRow                                   0x27       —    272
  1709  0x0001  RedoInsertRow                                   0x27       —    288
  1710  0x0001  RedoInsertRow                                   0x27       S   1536
  1711  0x0001  RedoInsertRow                                   0x27       —    192
  1712  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1713  0x0001  RedoInsertRow                                   0x27       S   1528
  1714  0x0001  RedoInsertRow                                   0x27       —    184
  1715  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1716  0x0001  RedoInsertRow                                   0x27       S   1536
  1717  0x0001  RedoInsertRow                                   0x27       —    192
  1718  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
  1719  0x0001  RedoInsertRow                                   0x27       S   1536
  1720  0x0001  RedoInsertRow                                   0x27       —    192
  1721  0x0010  CmsBPlusTable::SetObjectRecordPayload           0x27       —     72
