==============================================================================
ReFS Super-Timeline — win11refs2tspecials.raw
==============================================================================
  Sources merged: USN=0  MLog=1016  $SI-MACB=6200  (joined by OID, sorted by time)
  NOTE: USN journal inactive on this image — timeline is $SI + MLog only.
  Caveat: USN/$SI carry exact FILETIMEs; MLog times are embedded per-transaction and
          join by OID (no shared key with USN — correlation is by OID + time window).
------------------------------------------------------------------------------
  Timestamp (UTC)          Src    OID         Name/Path                   Event
  ----------------------------------------------------------------------------
  2021-05-18 07:16:04 UTC  $SI    0x7e5       test/elvis_dir_papa_8053…   Created
  2021-05-18 07:16:04 UTC  MLog   0x7e5       /test                       RENAME
  2021-09-05 16:40:29 UTC  $SI    —           testspecials2/dir_log_29…   Created
  2021-09-05 16:40:29 UTC  $SI    —           testspecials2/dir_log_29…   Modified
  2021-09-05 16:40:29 UTC  $SI    —           testspecials2/dir_log_29…   Accessed
  2021-09-26 07:16:24 UTC  $SI    —           test/elvis_dir_record_44…   Created
  2021-09-29 07:16:41 UTC  $SI    0x7e5       test/elvis_dir_record_44…   Created
  2021-10-04 07:16:49 UTC  $SI    —           test/elvis_dir_victor_78…   Created
  2021-10-04 07:16:49 UTC  $SI    —           test/elvis_dir_victor_78…   Modified
  2021-10-04 07:16:49 UTC  $SI    —           test/elvis_dir_victor_78…   Accessed
  2021-10-07 16:38:17 UTC  $SI    —           testspecials2/dir_kilo_6…   Created
  2021-10-14 07:17:10 UTC  $SI    —           test/elvis_dir_record_44…   Created
  2021-10-14 07:17:10 UTC  $SI    —           test/elvis_dir_record_44…   Modified
  2021-10-14 07:17:10 UTC  $SI    —           test/elvis_dir_record_44…   Accessed
  2021-10-15 07:17:19 UTC  $SI    —           test/xbpt_config_log_982…   Created
  2021-10-15 07:17:19 UTC  $SI    —           test/xbpt_config_log_982…   Modified
  2021-10-15 07:17:19 UTC  $SI    —           test/xbpt_config_log_982…   Accessed
  2021-10-19 07:16:21 UTC  $SI    —           test/elvis_dir_papa_8053…   Modified
  2021-10-19 07:16:21 UTC  $SI    0x7e6       test/elvis_dir_record_44…   Created
  2021-10-19 07:16:21 UTC  $SI    0x7e6       test/elvis_dir_record_44…   Modified
  2021-10-19 07:16:21 UTC  $SI    0x7e6       test/elvis_dir_record_44…   Accessed
  2021-11-16 16:37:57 UTC  $SI    0x775       testspecials2/dir_log_29…   Created
  2021-11-16 16:37:57 UTC  $SI    0x775       testspecials2/mike_cache…   Created
  2021-11-16 16:37:57 UTC  $SI    0x775       testspecials2/mike_cache…   Modified
