seq,timestamp,action,path,name,oid,opcodes,record_count,plcn,image
1,2026-05-19T19:56:46.898Z,MODIFY,,,,UPDATE_ROW,1,3072,wininsiderrefs8gtest2.raw
2,2026-05-19T19:56:47.391Z,WRITE,/,,0x600,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW,3,3072,wininsiderrefs8gtest2.raw
3,,INSERT,,,,INSERT_ROW SET_PARENT_ID,2,3072,wininsiderrefs8gtest2.raw
4,2026-05-19T19:56:46.898Z,MODIFY,,,,UPDATE_ROW,1,3072,wininsiderrefs8gtest2.raw
5,,MODIFY,,,,UPDATE_ROW,1,3072,wininsiderrefs8gtest2.raw
6,2026-05-19T19:56:47.668Z,CREATE,/System Volume Information,System Volume Information,0x701,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,3072,wininsiderrefs8gtest2.raw
7,,ENTRY_REMOVE,/System Volume Information,,0x701,DELETE_ROW,1,3072,wininsiderrefs8gtest2.raw
8,2026-05-19T19:57:27.836Z,CREATE,/testspecials,testspecials,0x702,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,3072,wininsiderrefs8gtest2.raw
9,,ALLOCATE,/testspecials,,0x702,ALLOCATE,1,3073,wininsiderrefs8gtest2.raw
10,2026-05-19T19:57:27.943Z,CREATE,/testspecials,mike_mike_632034.dat,0x702,INSERT_ROW INSERT_ROW SET_OBJECT,3,3073,wininsiderrefs8gtest2.raw
11,,STREAM_UPD,/testspecials,,0x702,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3073,wininsiderrefs8gtest2.raw
12,2026-05-19T19:57:27.995Z,CREATE,/testspecials,temp_draft_653529.tmp,0x702,INSERT_ROW INSERT_ROW SET_OBJECT,3,3073,wininsiderrefs8gtest2.raw
13,,ENTRY_REMOVE,/testspecials,,0x702,DELETE_ROW,1,3073,wininsiderrefs8gtest2.raw
14,,OP,/testspecials/dir_record_119518,,0x703,INSERT_ROW INSERT_ROW INSERT_ROW,3,3073,wininsiderrefs8gtest2.raw
15,2026-05-19T19:57:28.048Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,dir_victor_917122,0x705,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,3073,wininsiderrefs8gtest2.raw
16,2026-05-19T19:57:28.061Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049,symlink_log_796650.lnk,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,3073,wininsiderrefs8gtest2.raw
17,,STREAM_UPD,/testspecials/dir_record_119518/dir_delta_826049,,0x704,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3074,wininsiderrefs8gtest2.raw
18,2026-05-19T19:57:28.110Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,delta_record_626510.tmp,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3074,wininsiderrefs8gtest2.raw
19,2026-05-19T19:57:28.155Z,CREATE,/testspecials,symlink_temp_137701.lnk,0x702,INSERT_ROW INSERT_ROW SET_OBJECT,3,3074,wininsiderrefs8gtest2.raw
20,,ENTRY_REMOVE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,,0x705,DELETE_ROW,1,3074,wininsiderrefs8gtest2.raw
21,,STREAM_UPD,/testspecials/dir_record_119518/dir_delta_826049,,0x704,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3074,wininsiderrefs8gtest2.raw
22,2026-05-19T19:57:28.198Z,CREATE,/testspecials,symlink_yankee_949117.lnk,0x702,INSERT_ROW INSERT_ROW SET_OBJECT,3,3074,wininsiderrefs8gtest2.raw
23,,REPARENT,/testspecials,archive_alpha_661055.txt,0x702,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,3074,wininsiderrefs8gtest2.raw
24,,OP,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,,0x705,INSERT_ROW INSERT_ROW INSERT_ROW,3,3074,wininsiderrefs8gtest2.raw
25,,REPARENT,/testspecials/dir_record_119518,symlink_archive_289420.lnk,0x703,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,3074,wininsiderrefs8gtest2.raw
26,2026-05-19T19:57:28.325Z,CREATE,/testspecials/dir_record_119518,alpha_gamma_177832.tmp,0x703,INSERT_ROW INSERT_ROW SET_OBJECT,3,3075,wininsiderrefs8gtest2.raw
27,,STREAM_UPD,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,,0x705,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3075,wininsiderrefs8gtest2.raw
28,2026-05-19T19:57:28.360Z,CREATE,/testspecials/dir_record_119518,lima_config_497416.csv,0x703,INSERT_ROW INSERT_ROW SET_OBJECT,3,3075,wininsiderrefs8gtest2.raw
29,,STREAM_UPD,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,,0x705,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3075,wininsiderrefs8gtest2.raw
30,2026-05-19T19:57:28.364Z,RENAME,/testspecials,dir_tango_857057,0x702,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,3075,wininsiderrefs8gtest2.raw
31,,STREAM_UPD,/testspecials/dir_record_119518/dir_delta_826049/dir_index_393008,,0x706,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3075,wininsiderrefs8gtest2.raw
32,2026-05-19T19:57:28.539Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049/dir_index_393008,india_archive_894856.ini,0x706,INSERT_ROW INSERT_ROW SET_OBJECT,3,3075,wininsiderrefs8gtest2.raw
33,2026-05-19T19:57:28.588Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,symlink_echo_871028.lnk,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3075,wininsiderrefs8gtest2.raw
34,2026-05-19T19:57:28.616Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,draft_yankee_800732.md,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3075,wininsiderrefs8gtest2.raw
35,,REPARENT,/testspecials,symlink_temp_137701.lnk,0x702,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,3076,wininsiderrefs8gtest2.raw
36,,OP,/testspecials,,0x702,INSERT_ROW INSERT_ROW INSERT_ROW,3,3076,wininsiderrefs8gtest2.raw
37,2026-05-19T19:57:28.738Z,CREATE,/testspecials/dir_record_119518,echo_tango_543769.ini,0x703,INSERT_ROW INSERT_ROW SET_OBJECT,3,3076,wininsiderrefs8gtest2.raw
38,,STREAM_UPD,/testspecials/dir_record_119518,,0x703,UPDATE_STREAM,1,3076,wininsiderrefs8gtest2.raw
39,2026-05-19T19:57:28.781Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,cache_uniform_583408.lnk,0x707,INSERT_ROW INSERT_ROW SET_OBJECT,3,3076,wininsiderrefs8gtest2.raw
40,,STREAM_UPD,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,,0x707,UPDATE_STREAM,1,3076,wininsiderrefs8gtest2.raw
41,,UPDATE,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,hidden_7607,0x707,DELETE_ROW INSERT_ROW,2,3076,wininsiderrefs8gtest2.raw
42,,STREAM_UPD,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,,0x705,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3076,wininsiderrefs8gtest2.raw
43,2026-05-19T19:57:28.828Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,lima_papa_877687.dat,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3076,wininsiderrefs8gtest2.raw
44,2026-05-19T19:57:28.889Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,cache_sync_474079.txt,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3076,wininsiderrefs8gtest2.raw
45,,OP,/testspecials/dir_gamma_666805/dir_temp_510750,,0x709,INSERT_ROW INSERT_ROW INSERT_ROW,3,3077,wininsiderrefs8gtest2.raw
46,2026-05-19T19:57:28.830Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,hardlink_index_487959.dat,0x705,INSERT_ROW INSERT_ROW,2,3077,wininsiderrefs8gtest2.raw
47,,OP,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,,0x707,INSERT_ROW INSERT_ROW INSERT_ROW,3,3077,wininsiderrefs8gtest2.raw
48,2026-05-19T19:57:29.031Z,CREATE,/testspecials/dir_gamma_666805/dir_temp_510750,symlink_echo_496870.lnk,0x709,INSERT_ROW INSERT_ROW SET_OBJECT,3,3077,wininsiderrefs8gtest2.raw
49,,ENTRY_REMOVE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_november_945195,,0x708,DELETE_ROW,1,3077,wininsiderrefs8gtest2.raw
50,,STREAM_UPD,/testspecials/dir_record_119518,,0x703,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3077,wininsiderrefs8gtest2.raw
51,2026-05-19T19:57:29.108Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,symlink_november_680125.lnk,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3077,wininsiderrefs8gtest2.raw
52,,REPARENT,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,,0x705,DELETE_ROW REPARENT_TABLE INSERT_ROW,3,3077,wininsiderrefs8gtest2.raw
53,2026-05-19T19:57:28.061Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049,hardlink_foxtrot_297835.lnk,0x704,INSERT_ROW INSERT_ROW,2,3077,wininsiderrefs8gtest2.raw
54,2026-05-19T19:57:29.289Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,symlink_sync_479651.lnk,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3077,wininsiderrefs8gtest2.raw
55,,STREAM_UPD,/testspecials,,0x702,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3078,wininsiderrefs8gtest2.raw
56,2026-05-19T19:57:29.416Z,CREATE,/testspecials/dir_oscar_288048,dir_tango_314800,0x70b,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,3078,wininsiderrefs8gtest2.raw
57,2026-05-19T19:57:29.435Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_november_945195,papa_victor_307779.dat,0x708,INSERT_ROW INSERT_ROW SET_OBJECT,3,3078,wininsiderrefs8gtest2.raw
58,2026-05-19T19:57:29.473Z,CREATE,OID 0x70d,dir_report_511951,0x70d,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,3078,wininsiderrefs8gtest2.raw
59,,OP,/testspecials/dir_record_119518/dir_delta_826049/dir_index_393008,,0x706,INSERT_ROW INSERT_ROW INSERT_ROW,3,3078,wininsiderrefs8gtest2.raw
60,2026-05-19T19:57:29.717Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_november_945195,gamma_sync_142780.json,0x708,INSERT_ROW INSERT_ROW SET_OBJECT,3,3078,wininsiderrefs8gtest2.raw
61,,STREAM_UPD,/testspecials,,0x702,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3078,wininsiderrefs8gtest2.raw
62,2026-05-19T19:57:28.918Z,CREATE,/testspecials/dir_gamma_666805/dir_temp_510750,hardlink_output_314780.lnk,0x709,INSERT_ROW INSERT_ROW,2,3078,wininsiderrefs8gtest2.raw
63,2026-05-19T19:57:29.820Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049,config_report_394730.ini,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,3079,wininsiderrefs8gtest2.raw
64,,STREAM_UPD,/testspecials/dir_record_119518/dir_delta_826049,,0x704,UPDATE_STREAM,1,3079,wininsiderrefs8gtest2.raw
65,,REPARENT,/testspecials,report_gamma_256416.ini,0x702,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,3079,wininsiderrefs8gtest2.raw
66,2026-05-19T19:57:29.947Z,CREATE,/testspecials/dir_record_119518,symlink_zulu_343408.lnk,0x703,INSERT_ROW INSERT_ROW SET_OBJECT,3,3079,wininsiderrefs8gtest2.raw
67,,ENTRY_REMOVE,/testspecials/dir_record_119518/dir_delta_826049,,0x704,DELETE_ROW,1,3079,wininsiderrefs8gtest2.raw
68,,OP,/testspecials,,0x702,INSERT_ROW INSERT_ROW INSERT_ROW,3,3079,wininsiderrefs8gtest2.raw
69,2026-05-19T19:57:28.739Z,CREATE,/testspecials/dir_record_119518,hardlink_cache_175395.ini,0x703,INSERT_ROW INSERT_ROW,2,3079,wininsiderrefs8gtest2.raw
70,2026-05-19T19:57:30.252Z,CREATE,OID 0x70e,dir_gamma_436528,0x70e,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,3079,wininsiderrefs8gtest2.raw
71,2026-05-19T19:57:30.290Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,symlink_config_745013.lnk,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3079,wininsiderrefs8gtest2.raw
72,,STREAM_UPD,/testspecials/dir_gamma_666805/dir_temp_510750,,0x709,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3080,wininsiderrefs8gtest2.raw
73,2026-05-19T19:57:30.420Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,symlink_delta_162519.lnk,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3080,wininsiderrefs8gtest2.raw
74,,ALLOCATE,/testspecials/dir_record_119518,,0x703,ALLOCATE,1,3080,wininsiderrefs8gtest2.raw
75,,STREAM_UPD,/testspecials/dir_record_119518,,0x703,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3080,wininsiderrefs8gtest2.raw
76,2026-05-19T19:57:30.556Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049,lima_whiskey_778046.dat,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,3080,wininsiderrefs8gtest2.raw
77,,STREAM_UPD,/testspecials/dir_record_119518/dir_delta_826049,,0x704,UPDATE_STREAM,1,3080,wininsiderrefs8gtest2.raw
78,2026-05-19T19:57:30.662Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,symlink_report_828976.lnk,0x707,INSERT_ROW INSERT_ROW SET_OBJECT,3,3080,wininsiderrefs8gtest2.raw
79,,ALLOCATE,/testspecials/dir_record_119518/dir_delta_826049/dir_index_393008,,0x706,ALLOCATE,1,3080,wininsiderrefs8gtest2.raw
80,,OP,/testspecials/dir_record_119518/dir_delta_826049,,0x704,INSERT_ROW INSERT_ROW INSERT_ROW,3,3080,wininsiderrefs8gtest2.raw
81,2026-05-19T19:57:29.947Z,CREATE,/testspecials/dir_record_119518,hardlink_backup_338762.lnk,0x703,INSERT_ROW INSERT_ROW,2,3080,wininsiderrefs8gtest2.raw
82,2026-05-19T19:57:30.897Z,CREATE,/testspecials/dir_gamma_666805/dir_temp_510750,symlink_victor_651544.lnk,0x709,INSERT_ROW INSERT_ROW SET_OBJECT,3,3081,wininsiderrefs8gtest2.raw
83,,ENTRY_REMOVE,/testspecials,,0x702,DELETE_ROW,1,3081,wininsiderrefs8gtest2.raw
84,,STREAM_UPD,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_november_945195,,0x708,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3081,wininsiderrefs8gtest2.raw
85,2026-05-19T19:57:31.054Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_november_945195,trace_delta_573239.txt,0x708,INSERT_ROW INSERT_ROW SET_OBJECT,3,3081,wininsiderrefs8gtest2.raw
86,,STREAM_UPD,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,,0x707,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3081,wininsiderrefs8gtest2.raw
87,2026-05-19T19:57:31.108Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,india_delta_293705.md,0x707,INSERT_ROW INSERT_ROW SET_OBJECT,3,3081,wininsiderrefs8gtest2.raw
88,,STREAM_UPD,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,,0x707,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3081,wininsiderrefs8gtest2.raw
89,2026-05-19T19:57:31.261Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_november_945195,symlink_yankee_403795.lnk,0x708,INSERT_ROW INSERT_ROW SET_OBJECT,3,3082,wininsiderrefs8gtest2.raw
90,2026-05-19T19:57:31.356Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,symlink_mike_693652.lnk,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3082,wininsiderrefs8gtest2.raw
91,,ENTRY_REMOVE,/testspecials,,0x702,DELETE_ROW,1,3082,wininsiderrefs8gtest2.raw
92,2026-05-19T19:57:31.457Z,CREATE,/testspecials/dir_oscar_288048,romeo_draft_937198.dat,0x70b,INSERT_ROW INSERT_ROW SET_OBJECT,3,3082,wininsiderrefs8gtest2.raw
93,,ALLOCATE,/testspecials,,0x702,ALLOCATE,1,3082,wininsiderrefs8gtest2.raw
94,,STREAM_UPD,/testspecials/dir_gamma_666805/dir_temp_510750,,0x709,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3082,wininsiderrefs8gtest2.raw
95,,ENTRY_REMOVE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,,0x705,DELETE_ROW,1,3082,wininsiderrefs8gtest2.raw
96,,OP,/testspecials/dir_oscar_288048/dir_sync_959703/dir_echo_270344,,0x710,INSERT_ROW INSERT_ROW INSERT_ROW,3,3082,wininsiderrefs8gtest2.raw
97,,ENTRY_REMOVE,/testspecials,,0x702,DELETE_ROW,1,3082,wininsiderrefs8gtest2.raw
98,2026-05-19T19:57:31.767Z,CREATE,/testspecials/dir_gamma_666805/dir_temp_510750,symlink_record_924074.lnk,0x709,INSERT_ROW INSERT_ROW SET_OBJECT,3,3082,wininsiderrefs8gtest2.raw
99,2026-05-19T19:57:31.852Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,record_sync_846406.ini,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3083,wininsiderrefs8gtest2.raw
100,,STREAM_UPD,/testspecials/dir_gamma_666805/dir_temp_510750,,0x709,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3083,wininsiderrefs8gtest2.raw
101,,ENTRY_REMOVE,/testspecials/dir_record_119518,,0x703,DELETE_ROW,1,3083,wininsiderrefs8gtest2.raw
102,,REPARENT,/testspecials/dir_record_119518,mike_log_136531.tmp,0x703,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,3083,wininsiderrefs8gtest2.raw
103,2026-05-19T19:57:32.045Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,symlink_archive_164287.lnk,0x705,INSERT_ROW INSERT_ROW SET_OBJECT,3,3083,wininsiderrefs8gtest2.raw
104,,OP,/testspecials/dir_oscar_288048,,0x70b,INSERT_ROW INSERT_ROW INSERT_ROW,3,3083,wininsiderrefs8gtest2.raw
105,2026-05-19T19:57:32.286Z,CREATE,OID 0x711,dir_sierra_467559,0x711,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,3083,wininsiderrefs8gtest2.raw
106,2026-05-19T19:57:32.341Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,symlink_november_646784.lnk,0x707,INSERT_ROW INSERT_ROW SET_OBJECT,3,3083,wininsiderrefs8gtest2.raw
107,,DELETE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_november_945195,dir_gamma_436528,0x708,DELETE_ROW DELETE_ROW DELETE_TABLE DELETE_ROW,4,3084,wininsiderrefs8gtest2.raw
108,,STREAM_UPD,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,,0x707,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3084,wininsiderrefs8gtest2.raw
109,,REPARENT,/testspecials,symlink_data_692660.lnk,0x702,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,3084,wininsiderrefs8gtest2.raw
110,,DELETE,/testspecials/dir_oscar_288048/dir_sync_959703/dir_echo_270344,dir_sierra_467559,0x710,DELETE_ROW DELETE_ROW DELETE_TABLE DELETE_ROW,4,3084,wininsiderrefs8gtest2.raw
111,,OP,/testspecials/dir_record_119518/dir_mike_657912,,0x712,INSERT_ROW INSERT_ROW INSERT_ROW,3,3084,wininsiderrefs8gtest2.raw
112,2026-05-19T19:57:32.719Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049,symlink_cache_806350.lnk,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,3084,wininsiderrefs8gtest2.raw
113,2026-05-19T19:57:32.804Z,CREATE,/testspecials/dir_oscar_288048,symlink_papa_163906.lnk,0x70b,INSERT_ROW INSERT_ROW SET_OBJECT,3,3084,wininsiderrefs8gtest2.raw
114,2026-05-19T19:57:32.893Z,CREATE,/testspecials/dir_oscar_288048,symlink_foxtrot_127700.lnk,0x70b,INSERT_ROW INSERT_ROW SET_OBJECT,3,3084,wininsiderrefs8gtest2.raw
115,2026-05-19T19:57:32.997Z,CREATE,/testspecials/dir_gamma_666805/dir_temp_510750,symlink_gamma_632033.lnk,0x709,INSERT_ROW INSERT_ROW SET_OBJECT,3,3084,wininsiderrefs8gtest2.raw
116,2026-05-19T19:57:33.065Z,CREATE,OID 0x713,dir_beta_605056,0x713,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,3085,wininsiderrefs8gtest2.raw
117,,ENTRY_REMOVE,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,,0x707,DELETE_ROW,1,3085,wininsiderrefs8gtest2.raw
118,,STREAM_UPD,/testspecials,,0x702,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3085,wininsiderrefs8gtest2.raw
119,2026-05-19T19:57:33.194Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_november_945195,symlink_november_114298.lnk,0x708,INSERT_ROW INSERT_ROW SET_OBJECT,3,3085,wininsiderrefs8gtest2.raw
120,2026-05-19T19:57:33.319Z,CREATE,/testspecials/dir_oscar_288048/dir_sync_959703/dir_echo_270344,tango_hotel_724623.csv,0x710,INSERT_ROW INSERT_ROW SET_OBJECT,3,3085,wininsiderrefs8gtest2.raw
121,,STREAM_UPD,/testspecials,,0x702,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3085,wininsiderrefs8gtest2.raw
122,2026-05-19T19:57:33.399Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_record_422737,dir_hotel_163142,0x714,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,3085,wininsiderrefs8gtest2.raw
123,2026-05-19T19:57:33.455Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_november_945195,symlink_cache_536784.lnk,0x708,INSERT_ROW INSERT_ROW SET_OBJECT,3,3085,wininsiderrefs8gtest2.raw
124,,STREAM_UPD,/testspecials/dir_record_119518/dir_mike_657912,,0x712,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3085,wininsiderrefs8gtest2.raw
125,,ENTRY_REMOVE,/testspecials/dir_record_119518/dir_delta_826049,,0x704,DELETE_ROW,1,3085,wininsiderrefs8gtest2.raw
126,,STREAM_UPD,/testspecials/dir_record_119518/dir_delta_826049/dir_record_396651,,0x707,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,3085,wininsiderrefs8gtest2.raw
127,,ALLOCATE,/testspecials/dir_record_119518/dir_delta_826049/dir_index_393008,,0x706,ALLOCATE,1,3086,wininsiderrefs8gtest2.raw
128,,ALLOCATE,/testspecials/dir_record_119518,,0x703,ALLOCATE,1,3086,wininsiderrefs8gtest2.raw
129,2026-05-19T19:57:33.742Z,CREATE,/testspecials,quebec_mike_429809.bin,0x702,INSERT_ROW INSERT_ROW SET_OBJECT,3,3086,wininsiderrefs8gtest2.raw
130,,OP,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,,0x705,INSERT_ROW INSERT_ROW INSERT_ROW,3,3086,wininsiderrefs8gtest2.raw
131,2026-05-19T19:57:33.921Z,CREATE,/testspecials/dir_record_119518/dir_delta_826049,symlink_oscar_911350.lnk,0x704,INSERT_ROW INSERT_ROW SET_OBJECT,3,3086,wininsiderrefs8gtest2.raw
132,2026-05-19T19:57:28.167Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193,hardlink_romeo_557067.lnk,0x705,INSERT_ROW INSERT_ROW,2,3086,wininsiderrefs8gtest2.raw
133,,REPARENT,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_november_945195,symlink_cache_536784.lnk,0x708,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,3086,wininsiderrefs8gtest2.raw
134,2026-05-19T19:57:34.259Z,CREATE,/testspecials/dir_record_119518/dir_yankee_902047/dir_tango_893400/dir_backup_465193/dir_report_888370,alpha_output_778681.csv,0x715,INSERT_ROW INSERT_ROW SET_OBJECT,3,3086,wininsiderrefs8gtest2.raw
