seq,timestamp,action,path,name,oid,opcodes,record_count,plcn,image
1641,,STREAM_UPD,/test2/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x788,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35124,win11refstestmftecmd.raw
1642,2026-05-23T07:38:49.611Z,MOVE,/test2,xbpt_record_romeo_595639.txt,0x779,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,35126,win11refstestmftecmd.raw
1643,,STREAM_UPD,/test2/elvis_dir_papa_805353/elvis_dir_november_478580,,0x787,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35128,win11refstestmftecmd.raw
1644,2026-05-23T07:38:51.893Z,CREATE,OID 0x7af,elvis_dir_kilo_545516,0x7af,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35130,win11refstestmftecmd.raw
1645,2026-05-23T07:38:50.258Z,MOVE,/test2/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_cache_temp_800486.csv,0x787,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,35131,win11refstestmftecmd.raw
1646,2026-05-23T07:38:51.903Z,CREATE,/test2/elvis_dir_record_449015,xbpt_foxtrot_lima_318386.tmp,0x786,INSERT_ROW INSERT_ROW SET_OBJECT,3,35132,win11refstestmftecmd.raw
1647,,STREAM_UPD,/test2/elvis_dir_record_449015,,0x786,UPDATE_STREAM,1,35133,win11refstestmftecmd.raw
1648,,MODIFY,/test2/elvis_dir_papa_805353/elvis_dir_november_478580,,0x787,FREE,1,35134,win11refstestmftecmd.raw
1649,2026-05-23T07:38:51.937Z,CREATE,/test2/elvis_dir_papa_805353/elvis_dir_november_478580,xbpt_lima_victor_941030.cfg,0x787,INSERT_ROW INSERT_ROW SET_OBJECT,3,35135,win11refstestmftecmd.raw
1650,,STREAM_UPD,/test2/elvis_dir_papa_805353/elvis_dir_november_478580,,0x787,UPDATE_STREAM,1,35136,win11refstestmftecmd.raw
1651,2026-05-23T07:38:51.941Z,CREATE,/test2/elvis_dir_victor_783323,xbpt_november_quebec_999278.md,0x78e,INSERT_ROW INSERT_ROW SET_OBJECT,3,35137,win11refstestmftecmd.raw
1652,,STREAM_UPD,/test2/elvis_dir_victor_783323,,0x78e,UPDATE_STREAM,1,35138,win11refstestmftecmd.raw
1653,2026-05-23T07:38:51.951Z,CREATE,/test2/elvis_dir_papa_805353,xbpt_papa_victor_656146.log,0x79c,INSERT_ROW INSERT_ROW SET_OBJECT,3,35139,win11refstestmftecmd.raw
1654,,STREAM_UPD,/test2/elvis_dir_papa_805353,,0x79c,UPDATE_STREAM,1,35140,win11refstestmftecmd.raw
1655,2026-05-23T07:38:51.964Z,CREATE,/test2/elvis_dir_index_149423/elvis_dir_victor_121923,xbpt_hotel_mike_996142.cfg,0x7a6,INSERT_ROW INSERT_ROW SET_OBJECT,3,35142,win11refstestmftecmd.raw
1656,,STREAM_UPD,/test2/elvis_dir_index_149423/elvis_dir_victor_121923,,0x7a6,UPDATE_STREAM,1,35143,win11refstestmftecmd.raw
1657,,MODIFY,/test2/elvis_dir_record_449015,,0x786,FREE,1,35144,win11refstestmftecmd.raw
1658,,REPARENT,/test2/elvis_dir_record_449015,xbpt_delta_config_202215.bin,0x786,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,35145,win11refstestmftecmd.raw
1659,2026-05-23T07:38:51.806Z,RENAME,/test2,elvis_dir_archive_154394,0x779,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,35146,win11refstestmftecmd.raw
1660,2026-05-23T07:38:52.010Z,CREATE,/test2/elvis_dir_papa_805353/elvis_dir_november_478580/elvis_dir_kilo_751807,elvis_dir_mike_825367,0x7b0,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35149,win11refstestmftecmd.raw
1661,2024-11-23T07:17:31.606Z,MOVE,/test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_zulu_984398,xbpt_zulu_whiskey_391283.tmp,0x78f,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,35150,win11refstestmftecmd.raw
1662,,STREAM_UPD,/test2/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324,,0x7a7,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35153,win11refstestmftecmd.raw
1663,,MODIFY,/test2/elvis_dir_india_800575,,0x79a,FREE,1,35154,win11refstestmftecmd.raw
1664,2026-05-23T07:38:52.054Z,CREATE,/test2/elvis_dir_record_449015/elvis_dir_tango_434284,xbpt_data_config_437965.csv,0x7ae,INSERT_ROW INSERT_ROW SET_OBJECT,3,35155,win11refstestmftecmd.raw
1665,,STREAM_UPD,/test2/elvis_dir_record_449015/elvis_dir_tango_434284,,0x7ae,UPDATE_STREAM,1,35156,win11refstestmftecmd.raw
1666,,STREAM_UPD,/test2/elvis_dir_record_449015,,0x786,UPDATE_STREAM,1,35157,win11refstestmftecmd.raw
1667,,MODIFY,/test2/elvis_dir_papa_805353/elvis_dir_november_478580/elvis_dir_kilo_751807,,0x7b0,UPDATE_ROW,1,35158,win11refstestmftecmd.raw
1668,,STREAM_UPD,/test2/elvis_dir_papa_805353/elvis_dir_november_478580/elvis_dir_kilo_751807,,0x7b0,UPDATE_STREAM,1,35159,win11refstestmftecmd.raw
1669,,STREAM_UPD,/test2/elvis_dir_india_800575,,0x79a,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35161,win11refstestmftecmd.raw
1670,2026-05-23T07:38:52.102Z,CREATE,/test2/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_report_664539,elvis_dir_report_664539,0x7b1,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35162,win11refstestmftecmd.raw
1671,,ALLOCATE,/test2/elvis_dir_record_449015/elvis_dir_tango_434284,,0x7ae,ALLOCATE,1,35163,win11refstestmftecmd.raw
1672,2026-05-23T07:38:52.158Z,CREATE,/test2/elvis_dir_record_449015/elvis_dir_tango_434284/elvis_dir_record_864004,elvis_dir_record_864004,0x7b2,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35167,win11refstestmftecmd.raw
1673,,ALLOCATE,/test2/elvis_dir_india_800575,,0x79a,ALLOCATE,1,35169,win11refstestmftecmd.raw
1674,2026-05-23T07:38:52.090Z,MOVE,/test2,xbpt_whiskey_sierra_446370.txt,0x779,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,35170,win11refstestmftecmd.raw
1675,2026-05-23T07:38:52.182Z,CREATE,/test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,xbpt_gamma_victor_852781.bak,0x77e,INSERT_ROW INSERT_ROW SET_OBJECT,3,35171,win11refstestmftecmd.raw
1676,,STREAM_UPD,/test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743,,0x77e,UPDATE_STREAM,1,35172,win11refstestmftecmd.raw
1677,,STREAM_UPD,/test2/elvis_dir_index_149423/elvis_dir_victor_121923/elvis_dir_hotel_670324,,0x7a7,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35174,win11refstestmftecmd.raw
1678,,STREAM_UPD,/test2/elvis_dir_papa_805353,,0x79c,UPDATE_STREAM,1,35175,win11refstestmftecmd.raw
1679,,STREAM_UPD,/test2/elvis_dir_record_449015,,0x786,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM,4,35177,win11refstestmftecmd.raw
1680,,ALLOCATE,/test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016/elvis_dir_config_541148,,0x77b,ALLOCATE,1,35179,win11refstestmftecmd.raw
1681,,ALLOCATE,/test2/elvis_dir_record_449015/elvis_dir_papa_104235,,0x798,ALLOCATE,1,35181,win11refstestmftecmd.raw
1682,,STREAM_UPD,/test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x77d,UPDATE_STREAM,1,35182,win11refstestmftecmd.raw
1683,2026-05-23T07:38:52.305Z,CREATE,/test2,xbpt_marked_eveliselaurence_670394.txt,0x779,INSERT_ROW INSERT_ROW SET_OBJECT,3,35185,win11refstestmftecmd.raw
1684,2026-05-23T07:38:52.309Z,CREATE,/test2/elvis_dir_india_800575,xbpt_large_2mb_report_507726.txt,0x79a,INSERT_ROW INSERT_ROW SET_OBJECT,3,35186,win11refstestmftecmd.raw
1685,,STREAM_UPD,/test2/elvis_dir_india_800575,,0x79a,UPDATE_STREAM,1,35187,win11refstestmftecmd.raw
1686,2026-05-23T07:38:52.313Z,CREATE,/test2/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,xbpt_large_86mb_india_568540.txt,0x788,INSERT_ROW INSERT_ROW SET_OBJECT,3,35188,win11refstestmftecmd.raw
1687,,STREAM_UPD,/test2/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x788,UPDATE_STREAM,1,35189,win11refstestmftecmd.raw
1688,2026-05-23T07:38:52.318Z,CREATE,/test2/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,xbpt_large_7mb_india_845613.txt,0x788,INSERT_ROW INSERT_ROW SET_OBJECT,3,35190,win11refstestmftecmd.raw
1689,,STREAM_UPD,/test2/elvis_dir_record_449015/elvis_dir_lima_252141/elvis_dir_oscar_306778,,0x788,UPDATE_STREAM,1,35191,win11refstestmftecmd.raw
1690,,STREAM_UPD,/test2/elvis_dir_index_149423/elvis_dir_victor_121923,,0x7a6,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35192,win11refstestmftecmd.raw
1691,2026-05-23T07:38:52.351Z,CREATE,/test2/elvis_dir_victor_783323,xbpt_large_149mb_alpha_610845.dat,0x78e,INSERT_ROW INSERT_ROW SET_OBJECT,3,35193,win11refstestmftecmd.raw
1692,,STREAM_UPD,/test2/elvis_dir_victor_783323,,0x78e,UPDATE_STREAM,1,35194,win11refstestmftecmd.raw
1693,2026-05-23T07:38:52.355Z,CREATE,/test2,xbpt_large_99mb_report_414178.tmp,0x779,INSERT_ROW INSERT_ROW SET_OBJECT,3,35195,win11refstestmftecmd.raw
1694,,STREAM_UPD,/test2,,0x779,UPDATE_STREAM,1,35196,win11refstestmftecmd.raw
1695,,STREAM_UPD,/test2/elvis_dir_record_449015,,0x786,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35197,win11refstestmftecmd.raw
1696,,MODIFY,/test2/elvis_dir_record_449015/elvis_dir_papa_104235/elvis_dir_sync_718743/elvis_dir_gamma_109016,,0x77d,FREE,1,35203,win11refstestmftecmd.raw
1697,,CONTAINER,,,,MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER MOVE_CONTAINER,8,35210,win11refstestmftecmd.raw
1698,,ALLOCATE,/test2/elvis_dir_papa_805353/elvis_dir_november_478580,,0x787,FREE ALLOCATE,2,35218,win11refstestmftecmd.raw
1699,2026-05-23T07:44:15.813Z,CREATE,/testspecials,testspecials,0x7b3,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35252,win11refstestmftecmd.raw
1700,2026-05-23T07:44:15.980Z,CREATE,/testspecials,xbpt_echo_audit_435989.cfg,0x7b3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35253,win11refstestmftecmd.raw
1701,,STREAM_UPD,/testspecials,,0x7b3,UPDATE_STREAM,1,35254,win11refstestmftecmd.raw
1702,2026-05-23T07:44:15.994Z,CREATE,/testspecials,xbpt_index_beta_458108.bin,0x7b3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35255,win11refstestmftecmd.raw
1703,,STREAM_UPD,/testspecials,,0x7b3,UPDATE_STREAM,1,35256,win11refstestmftecmd.raw
1704,2026-05-23T07:44:15.998Z,CREATE,/testspecials,xbpt_index_temp_559712.cfg,0x7b3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35257,win11refstestmftecmd.raw
1705,,STREAM_UPD,/testspecials,,0x7b3,UPDATE_STREAM,1,35258,win11refstestmftecmd.raw
1706,2026-05-23T07:44:16.008Z,CREATE,/testspecials,xbpt_victor_mike_621440.xml,0x7b3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35259,win11refstestmftecmd.raw
1707,,STREAM_UPD,/testspecials,,0x7b3,UPDATE_STREAM,1,35260,win11refstestmftecmd.raw
1708,2026-05-23T07:44:16.016Z,CREATE,/testspecials,xbpt_output_temp_160123.log,0x7b3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35261,win11refstestmftecmd.raw
1709,,STREAM_UPD,/testspecials,,0x7b3,UPDATE_STREAM,1,35262,win11refstestmftecmd.raw
1710,2026-05-23T07:44:16.023Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939,dir_archive_684726,0x7b4,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35263,win11refstestmftecmd.raw
1711,2026-05-23T07:44:16.029Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164,dir_config_949022,0x7b5,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35264,win11refstestmftecmd.raw
1712,2026-05-23T07:44:16.035Z,CREATE,OID 0x7b6,dir_tango_457958,0x7b6,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35265,win11refstestmftecmd.raw
1713,,ALLOCATE,/testspecials,,0x7b3,ALLOCATE,1,35266,win11refstestmftecmd.raw
1714,2026-05-23T07:44:16.103Z,CREATE,/testspecials,xbpt_backup_backup_285884.cfg,0x7b3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35268,win11refstestmftecmd.raw
1715,,STREAM_UPD,/testspecials,,0x7b3,UPDATE_STREAM,1,35269,win11refstestmftecmd.raw
1716,2026-05-23T07:44:16.164Z,CREATE,/testspecials,xbpt_oscar_zulu_627251.tmp,0x7b3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35272,win11refstestmftecmd.raw
1717,,STREAM_UPD,/testspecials,,0x7b3,UPDATE_STREAM,1,35273,win11refstestmftecmd.raw
1718,2026-05-23T07:44:16.085Z,CREATE,/testspecials,xbpt_hardlink_config_385964.xml,0x7b3,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,35274,win11refstestmftecmd.raw
1719,,ENTRY_REMOVE,/testspecials,,0x7b3,DELETE_ROW,1,35275,win11refstestmftecmd.raw
1720,,REPARENT,/testspecials,xbpt_backup_backup_285884.cfg,0x7b3,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,35276,win11refstestmftecmd.raw
1721,2026-05-23T07:44:16.231Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584,xbpt_symlink_backup_536569.lnk,0x7b7,INSERT_ROW INSERT_ROW SET_OBJECT,3,35277,win11refstestmftecmd.raw
1722,,REPARENT,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939,xbpt_symlink_uniform_191290.lnk,0x7b4,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,35280,win11refstestmftecmd.raw
1723,2026-05-23T07:44:16.149Z,CREATE,/testspecials,xbpt_hardlink_audit_589159.cfg,0x7b3,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,35281,win11refstestmftecmd.raw
1724,,ENTRY_REMOVE,/testspecials/dir_romeo_413583/dir_kilo_704584,,0x7b7,DELETE_ROW,1,35283,win11refstestmftecmd.raw
1725,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584,,0x7b7,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35284,win11refstestmftecmd.raw
1726,2026-05-23T07:44:16.280Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584,xbpt_symlink_kilo_516699.lnk,0x7b7,INSERT_ROW INSERT_ROW SET_OBJECT,3,35285,win11refstestmftecmd.raw
1727,,STREAM_UPD,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164,,0x7b5,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35287,win11refstestmftecmd.raw
1728,2026-05-23T07:44:16.290Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584,xbpt_delta_alpha_671390.log,0x7b7,INSERT_ROW INSERT_ROW SET_OBJECT,3,35288,win11refstestmftecmd.raw
1729,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584,,0x7b7,UPDATE_STREAM,1,35289,win11refstestmftecmd.raw
1730,2026-05-23T07:44:16.314Z,CREATE,/testspecials,xbpt_archive_record_237501.xml,0x7b3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35290,win11refstestmftecmd.raw
1731,,STREAM_UPD,/testspecials,,0x7b3,UPDATE_STREAM,1,35291,win11refstestmftecmd.raw
1732,2026-05-23T07:44:16.324Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584,xbpt_data_whiskey_855646.ini,0x7b7,INSERT_ROW INSERT_ROW SET_OBJECT,3,35292,win11refstestmftecmd.raw
1733,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584,,0x7b7,UPDATE_STREAM,1,35293,win11refstestmftecmd.raw
1734,2026-05-23T07:44:16.335Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164,xbpt_symlink_romeo_103509.lnk,0x7b5,INSERT_ROW INSERT_ROW SET_OBJECT,3,35294,win11refstestmftecmd.raw
1735,,REPARENT,/testspecials,xbpt_output_temp_160123.log,0x7b3,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,35297,win11refstestmftecmd.raw
1736,2026-05-23T07:44:16.363Z,CREATE,/testspecials/dir_romeo_413583,dir_audit_640029,0x7b9,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35298,win11refstestmftecmd.raw
1737,,OP,/testspecials/dir_romeo_413583,,0x7b9,INSERT_ROW INSERT_ROW INSERT_ROW,3,35300,win11refstestmftecmd.raw
1738,2026-05-23T07:44:16.379Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683,dir_gamma_163496,0x7ba,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35301,win11refstestmftecmd.raw
1739,2023-07-08T07:39:50.375Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584,xbpt_hardlink_tango_845190.ini,0x7b7,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,35302,win11refstestmftecmd.raw
1740,2026-05-23T07:44:16.294Z,CREATE,/testspecials,xbpt_hardlink_report_254117.bin,0x7b3,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,35303,win11refstestmftecmd.raw
1741,2026-05-23T07:44:16.393Z,CREATE,/testspecials/dir_romeo_413583,xbpt_symlink_romeo_655979.lnk,0x7b9,INSERT_ROW INSERT_ROW SET_OBJECT,3,35304,win11refstestmftecmd.raw
1742,2026-05-23T07:44:16.443Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683,xbpt_uniform_papa_132995.ini,0x7ba,INSERT_ROW INSERT_ROW SET_OBJECT,3,35308,win11refstestmftecmd.raw
1743,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683,,0x7ba,UPDATE_STREAM,1,35309,win11refstestmftecmd.raw
1744,2026-05-23T07:44:16.459Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683,xbpt_echo_india_632713.json,0x7ba,INSERT_ROW INSERT_ROW SET_OBJECT,3,35311,win11refstestmftecmd.raw
1745,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683,,0x7ba,UPDATE_STREAM,1,35312,win11refstestmftecmd.raw
1746,,REPARENT,/testspecials/dir_romeo_413583/dir_kilo_704584,xbpt_delta_alpha_671390.log,0x7b7,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,35313,win11refstestmftecmd.raw
1747,2026-05-23T07:44:16.475Z,CREATE,/testspecials/dir_echo_260113/dir_november_183663/dir_yankee_438871/dir_uniform_194637,dir_gamma_836319,0x7bc,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35314,win11refstestmftecmd.raw
1748,2026-05-23T07:44:16.481Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939,xbpt_hardlink_cache_606636.cfg,0x7b4,INSERT_ROW INSERT_ROW SET_OBJECT,3,35315,win11refstestmftecmd.raw
1749,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939,,0x7b4,UPDATE_STREAM,1,35316,win11refstestmftecmd.raw
1750,2026-05-23T07:44:16.487Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683,xbpt_beta_sierra_717306.cfg,0x7ba,INSERT_ROW INSERT_ROW SET_OBJECT,3,35317,win11refstestmftecmd.raw
1751,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683,,0x7ba,UPDATE_STREAM,1,35318,win11refstestmftecmd.raw
1752,,STREAM_UPD,/testspecials,,0x7b3,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35319,win11refstestmftecmd.raw
1753,2026-05-23T07:44:16.459Z,RENAME,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939,dir_gamma_163496,0x7b4,DELETE_ROW DELETE_ROW INSERT_ROW INSERT_ROW,4,35320,win11refstestmftecmd.raw
1754,2026-05-23T07:44:16.505Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683,xbpt_symlink_mike_217041.lnk,0x7ba,INSERT_ROW INSERT_ROW SET_OBJECT,3,35321,win11refstestmftecmd.raw
1755,,OP,/testspecials/dir_echo_260113/dir_november_183663/dir_record_577164,,0x7b5,INSERT_ROW INSERT_ROW INSERT_ROW,3,35323,win11refstestmftecmd.raw
1756,,ENTRY_REMOVE,/testspecials,,0x7b3,DELETE_ROW,1,35325,win11refstestmftecmd.raw
1757,2026-05-23T07:44:16.577Z,CREATE,/testspecials,xbpt_symlink_victor_132207.lnk,0x7b3,INSERT_ROW INSERT_ROW SET_OBJECT,3,35329,win11refstestmftecmd.raw
1758,,OP,/testspecials/dir_romeo_413583/dir_kilo_704584,,0x7b7,INSERT_ROW INSERT_ROW INSERT_ROW,3,35331,win11refstestmftecmd.raw
1759,2026-05-23T07:44:16.609Z,CREATE,/testspecials/dir_romeo_413583,xbpt_quebec_victor_195703.tmp,0x7b9,INSERT_ROW INSERT_ROW SET_OBJECT,3,35333,win11refstestmftecmd.raw
1760,,STREAM_UPD,/testspecials/dir_romeo_413583,,0x7b9,UPDATE_STREAM,1,35334,win11refstestmftecmd.raw
1761,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981,,0x7bb,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35335,win11refstestmftecmd.raw
1762,,REPARENT,/testspecials,xbpt_sierra_oscar_859158.md,0x7b3,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,35336,win11refstestmftecmd.raw
1763,2026-05-23T07:44:16.660Z,CREATE,OID 0x7bd,dir_temp_345115,0x7bd,OPEN_TABLE_FROM SET_OBJECT INSERT_ROW INSERT_ROW INSERT_ROW INSERT_ROW,6,35338,win11refstestmftecmd.raw
1764,,ENTRY_REMOVE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981,,0x7bb,DELETE_ROW,1,35339,win11refstestmftecmd.raw
1765,2026-05-23T07:44:16.690Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939,xbpt_papa_hotel_308600.txt,0x7b4,INSERT_ROW INSERT_ROW SET_OBJECT,3,35340,win11refstestmftecmd.raw
1766,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939,,0x7b4,UPDATE_STREAM,1,35341,win11refstestmftecmd.raw
1767,,OP,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683,,0x7ba,INSERT_ROW INSERT_ROW INSERT_ROW,3,35343,win11refstestmftecmd.raw
1768,2026-05-23T07:44:16.489Z,CREATE,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683,xbpt_hardlink_log_899492.cfg,0x7ba,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,35344,win11refstestmftecmd.raw
1769,,ENTRY_REMOVE,/testspecials,,0x7b3,DELETE_ROW,1,35345,win11refstestmftecmd.raw
1770,,STREAM_UPD,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939/dir_gamma_421188/dir_uniform_641683/dir_echo_253572,,0x7be,DELETE_ROW INSERT_ROW OPEN_TABLE_FROM UPDATE_STREAM ALLOCATE UPDATE_STREAM,6,35348,win11refstestmftecmd.raw
1771,,REPARENT,/testspecials/dir_romeo_413583/dir_kilo_704584/dir_temp_947981/dir_papa_141573/dir_temp_742939,xbpt_papa_hotel_308600.txt,0x7b4,DELETE_ROW INSERT_ROW REPARENT_TABLE INSERT_ROW,4,35349,win11refstestmftecmd.raw
1772,2026-05-23T07:44:16.551Z,CREATE,/testspecials,xbpt_hardlink_tango_460823.xml,0x7b3,INSERT_ROW INSERT_ROW UPDATE_DATA_WITH,3,35350,win11refstestmftecmd.raw
